SampleID	MouseID	Age	Genotype	Age_Genotype	sex	Richness	Shannon.effective	Simpson.effective	k__Bacteria	p__Actinobacteria	p__Bacteroidetes	p__Candidatus Saccharibacteria	p__Deferribacteres	p__Firmicutes	p__Proteobacteria	p__Tenericutes	p__unknown_ Bacteria	c__Actinobacteria	c__Alphaproteobacteria	c__Bacilli	c__Bacteroidia	c__Betaproteobacteria	c__Clostridia	c__Deferribacteres	c__Deltaproteobacteria	c__Erysipelotrichia	c__Mollicutes	c__Saccharibacteria_genera_incertae_sedis	c__unknown_ Bacteria	c__unknown_ Bacteroidetes	c__unknown_ Firmicutes	o__Anaeroplasmatales	o__Bacillales	o__Bacteroidales	o__Burkholderiales	o__Clostridiales	o__Coriobacteriales	o__Deferribacterales	o__Desulfovibrionales	o__Erysipelotrichales	o__Lactobacillales	o__Saccharibacteria_genera_incertae_sedis	o__unknown_ Alphaproteobacteria	o__unknown_ Bacteria	o__unknown_ Bacteroidetes	o__unknown_ Deltaproteobacteria	o__unknown_ Firmicutes	f__Anaeroplasmataceae	f__Bacillaceae 2	f__Bacteroidaceae	f__Coriobacteriaceae	f__Deferribacteraceae	f__Desulfovibrionaceae	f__Erysipelotrichaceae	f__Eubacteriaceae	f__Lachnospiraceae	f__Lactobacillaceae	f__Peptostreptococcaceae	f__Porphyromonadaceae	f__Prevotellaceae	f__Rikenellaceae	f__Ruminococcaceae	f__Saccharibacteria_genera_incertae_sedis	f__Sutterellaceae	f__unknown_ Alphaproteobacteria	f__unknown_ Bacteria	f__unknown_ Bacteroidales	f__unknown_ Bacteroidetes	f__unknown_ Clostridiales	f__unknown_ Deltaproteobacteria	f__unknown_ Firmicutes	g__Alistipes	g__Allobaculum	g__Alloprevotella	g__Anaeroplasma	g__Anaerotruncus	g__Bacteroides	g__Barnesiella	g__Butyricicoccus	g__Clostridium IV	g__Clostridium XI	g__Clostridium XlVa	g__Clostridium XlVb	g__Desulfovibrio	g__Eisenbergiella	g__Enterorhabdus	g__Eubacterium	g__Faecalibacterium	g__Flavonifractor	g__Lachnospiracea_incertae_sedis	g__Lactobacillus	g__Mucispirillum	g__Oceanobacillus	g__Odoribacter	g__Oscillibacter	g__Parabacteroides	g__Parasutterella	g__Parvibacter	g__Prevotella	g__Roseburia	g__Ruminococcus	g__Saccharibacteria_genera_incertae_sedis	g__Turicibacter	g__unknown_ Alphaproteobacteria	g__unknown_ Bacteria	g__unknown_ Bacteroidales	g__unknown_ Bacteroidetes	g__unknown_ Clostridiales	g__unknown_ Deltaproteobacteria	g__unknown_ Desulfovibrionaceae	g__unknown_ Firmicutes	g__unknown_ Lachnospiraceae	g__unknown_ Porphyromonadaceae	g__unknown_ Ruminococcaceae
4.190.5	190	5	cre	5_cre	f	142	48.92	25.61	100	0.051466804	52.02007205	0.025733402	0.077200206	46.61605764	1.119402985	0.051466804	0.038600103	0.051466804	0.193000515	24.31806485	50.27020072	0.746268657	21.71899125	0.077200206	0.180133814	0	0.051466804	0.025733402	0.038600103	1.749871333	0.579001544	0.051466804	0	50.27020072	0.746268657	21.71899125	0.051466804	0.077200206	0.038600103	0	24.31806485	0.025733402	0.193000515	0.038600103	1.749871333	0.141533711	0.579001544	0.051466804	0	6.832218219	0.051466804	0.077200206	0.038600103	0	0.25733402	11.95316521	24.31806485	0	26.15800309	0.694801853	15.748842	6.085949563	0.025733402	0.746268657	0.193000515	0.038600103	0.836335564	1.749871333	3.42254246	0.141533711	0.579001544	15.748842	0	0.193000515	0.051466804	0.051466804	6.832218219	4.014410705	0.090066907	0.759135358	0	0.450334534	0.25733402	0.012866701	0	0.038600103	0.25733402	0.012866701	0.12866701	0.244467319	24.31806485	0.077200206	0	3.860010293	0.295934122	0.553268142	0.746268657	0.012866701	0.501801338	0	1.106536284	0.025733402	0	0.193000515	0.038600103	0.836335564	1.749871333	3.42254246	0.141533711	0.025733402	0.579001544	11.00102934	17.73031395	3.641276377
66.196.12	196	12	wt	12_wt	f	187	81.67	40.16	100	0.070116393	48.68882345	0.21034918	0.294488851	49.08147525	1.416351143	0.09816295	0.140232786	0.070116393	0.014023279	6.072079652	48.07179919	0.953582948	42.47651101	0.294488851	0.448744917	0	0.09816295	0.21034918	0.140232786	0.61702426	0.532884588	0.09816295	0	48.07179919	0.953582948	42.47651101	0.070116393	0.294488851	0.280465573	0	6.072079652	0.21034918	0.014023279	0.140232786	0.61702426	0.168279344	0.532884588	0.09816295	0	1.4443977	0.070116393	0.294488851	0.280465573	0	0.126209508	29.9396999	6.072079652	0	26.96676483	0.350581966	18.55279764	9.381573412	0.21034918	0.953582948	0.014023279	0.140232786	0.757257047	0.61702426	3.029028187	0.168279344	0.532884588	18.55279764	0	0.09816295	0.09816295	0.09816295	1.4443977	3.632029168	0.350581966	0.631047539	0	1.430374422	0.448744917	0	0.042069836	0.070116393	0.126209508	0.028046557	0.981629505	0.336558687	6.072079652	0.294488851	0	4.459402608	0.532884588	0.350581966	0.953582948	0	0.252419016	0.294488851	1.03772262	0.21034918	0	0.014023279	0.140232786	0.757257047	0.61702426	3.029028187	0.168279344	0.280465573	0.532884588	27.38746319	18.52475109	5.721497686
50.203.10	203	10	cre	10_cre	m	167	81.08	40.27	100	0.069183633	20.73532319	0.286617909	0.998220992	75.83514529	1.215655268	0.336034789	0.523818937	0.069183633	0.118600514	2.273176517	20.36963827	0.138367266	72.97884958	0.998220992	0.958687488	0	0.336034789	0.286617909	0.523818937	0.365684918	0.583119194	0.336034789	0	20.36963827	0.138367266	72.97884958	0.069183633	0.998220992	0.415101799	0	2.273176517	0.286617909	0.118600514	0.523818937	0.365684918	0.543585689	0.583119194	0.336034789	0	0.869737102	0.069183633	0.998220992	0.415101799	0	0.108717138	50.6226527	2.273176517	0	11.72168413	0.009883376	7.323581736	20.56730579	0.286617909	0.138367266	0.118600514	0.523818937	0.444751927	0.365684918	1.680173947	0.543585689	0.583119194	7.323581736	0	0.009883376	0.336034789	1.274955525	0.869737102	1.502273177	0.573235817	0.869737102	0	2.401660407	1.186005139	0.108717138	0.019766752	0.069183633	0.108717138	0.029650128	2.233643012	0.069183633	2.273176517	0.998220992	0	2.372010279	1.482506424	0.029650128	0.138367266	0	0	0.168017395	1.10693813	0.286617909	0	0.118600514	0.523818937	0.444751927	0.365684918	1.680173947	0.543585689	0.306384661	0.583119194	46.77801937	7.817750544	12.99663965
44.196.9	196	9	wt	9_wt	f	163	76.11	47.59	100	0.124550235	63.49294215	0.152228065	0.013838915	33.13036258	2.878494326	0.041516745	0.16606698	0.124550235	0.08303349	3.238306117	61.59701079	2.61555494	29.0063659	0.013838915	0.179905895	0	0.041516745	0.152228065	0.16606698	1.895931359	0.885690562	0.041516745	0	61.59701079	2.61555494	29.0063659	0.124550235	0.013838915	0.069194575	0	3.238306117	0.152228065	0.08303349	0.16606698	1.895931359	0.11071132	0.885690562	0.041516745	0	8.068087462	0.124550235	0.013838915	0.069194575	0	0.387489621	19.30528647	3.238306117	0	46.06974813	0.401328536	6.448934404	4.511486299	0.152228065	2.61555494	0.08303349	0.16606698	0.608912261	1.895931359	4.802103515	0.11071132	0.885690562	6.448934404	0	0.11071132	0.041516745	0.02767783	8.068087462	6.269028508	0.179905895	0.318295046	0	1.508441738	0.179905895	0.013838915	0.013838915	0.08303349	0.387489621	0.013838915	0.262939386	0.429006366	3.238306117	0.013838915	0	1.356213673	0.705784666	0.788818157	2.61555494	0.041516745	0.290617216	0.235261555	0.678106836	0.152228065	0	0.08303349	0.16606698	0.608912261	1.895931359	4.802103515	0.11071132	0.05535566	0.885690562	16.938832	37.65568779	2.324937725
10.187.5	187	5	wt	5_wt	m	172	76.17	38.4	100	0.091093117	32.19635628	0.20242915	0.04048583	66.38663968	1.012145749	0.04048583	0.030364372	0.091093117	0.020242915	0.981781377	31.75101215	0.36437247	64.32186235	0.04048583	0.627530364	0	0.04048583	0.20242915	0.030364372	0.44534413	1.082995951	0.04048583	0	31.75101215	0.36437247	64.32186235	0.091093117	0.04048583	0.414979757	0	0.981781377	0.20242915	0.020242915	0.030364372	0.44534413	0.212550607	1.082995951	0.04048583	0	1.103238866	0.091093117	0.04048583	0.414979757	0	0.111336032	47.74291498	0.981781377	0	20.10121457	0.4048583	9.736842105	14.05870445	0.20242915	0.36437247	0.020242915	0.030364372	0.4048583	0.44534413	2.408906883	0.212550607	1.082995951	9.736842105	0	0.232793522	0.04048583	0.030364372	1.103238866	2.914979757	0.526315789	0.222672065	0	1.629554656	0.192307692	0	0.04048583	0.091093117	0.111336032	0.060728745	0.981781377	1.437246964	0.981781377	0.04048583	0	2.074898785	1.670040486	0.060728745	0.36437247	0	0.172064777	0	0.516194332	0.20242915	0	0.020242915	0.030364372	0.4048583	0.44534413	2.408906883	0.212550607	0.414979757	1.082995951	44.44331984	15.05060729	10.05060729
21.203.7	203	7	cre	7_cre	m	120	47.2	27.36	100	0.164676822	59.13956361	0.061753808	3.355290243	32.93536435	4.343351173	0	0	0.164676822	0.164676822	13.23589955	58.48085632	3.952243722	19.02017291	3.355290243	0.22643063	0.020584603	0	0.061753808	0	0.658707287	0.658707287	0	0.267599835	58.48085632	3.952243722	19.02017291	0.164676822	3.355290243	0.102923014	0.020584603	12.96829971	0.061753808	0.164676822	0	0.658707287	0.123507616	0.658707287	0	0.267599835	14.24454508	0.164676822	3.355290243	0.102923014	0.020584603	0.123507616	12.43310004	12.96829971	0	35.6113627	1.708522026	6.278303829	3.252367229	0.061753808	3.952243722	0.164676822	0	0.638122684	0.658707287	3.211198024	0.123507616	0.658707287	6.278303829	0.020584603	1.543845204	0	0.144092219	14.24454508	10.95100865	0.102923014	0.164676822	0	0.45286126	0.514615068	0.041169205	0	0.144092219	0.123507616	0	0.185261424	0.123507616	12.96829971	3.355290243	0.267599835	1.090983944	0.082338411	4.034582133	3.952243722	0.020584603	0.164676822	0	0.308769041	0.061753808	0	0.164676822	0	0.638122684	0.658707287	3.211198024	0.123507616	0.061753808	0.658707287	11.3421161	19.53478798	2.264306299
38.185.9	185	9	wt	9_wt	m	167	81.86	48.87	100	0.025109856	48.51224105	0.213433773	0.075329567	47.88449466	2.385436284	0.652856246	0.251098556	0.025109856	0.539861896	0.841180163	47.79661017	1.531701193	42.02134338	0.075329567	0.313873195	0.062774639	0.652856246	0.213433773	0.251098556	0.715630885	4.959196485	0.652856246	0	47.79661017	1.531701193	42.02134338	0.025109856	0.075329567	0.238543628	0.062774639	0.841180163	0.213433773	0.539861896	0.251098556	0.715630885	0.075329567	4.959196485	0.652856246	0	2.586315129	0.025109856	0.075329567	0.238543628	0.062774639	0.238543628	22.09667294	0.841180163	0	33.52165725	1.067168864	8.261142498	13.55932203	0.213433773	1.531701193	0.539861896	0.251098556	2.360326428	0.715630885	6.126804771	0.075329567	4.959196485	8.261142498	0.062774639	0.477087257	0.652856246	0.238543628	2.586315129	0.841180163	0.125549278	0.816070308	0	2.962962963	0.477087257	0	0	0.025109856	0.238543628	0	1.481481481	0.238543628	0.841180163	0.075329567	0	1.293157564	0.91650973	1.72002511	1.531701193	0	0.590081607	0.150659134	2.397991212	0.213433773	0	0.539861896	0.251098556	2.360326428	0.715630885	6.126804771	0.075329567	0.238543628	4.959196485	18.26741996	29.66729441	7.583176397
61.185.12	185	12	wt	12_wt	m	169	72.08	39.24	100	0.060907522	57.39518831	0.19287382	0.010151254	40.10760329	1.989645721	0.010151254	0.233478835	0.060907522	0.243630088	0.182722566	56.50187798	1.319662978	38.80824282	0.010151254	0.426352655	0.060907522	0.010151254	0.19287382	0.233478835	0.893310324	1.055730383	0.010151254	0	56.50187798	1.319662978	38.80824282	0.060907522	0.010151254	0.30453761	0.060907522	0.182722566	0.19287382	0.243630088	0.233478835	0.893310324	0.121815044	1.055730383	0.010151254	0	2.64947721	0.060907522	0.010151254	0.30453761	0.060907522	0.121815044	25.60146178	0.182722566	0	43.65039082	2.030250736	7.22769262	9.582783474	0.19287382	1.319662978	0.243630088	0.233478835	0.944066592	0.893310324	3.50218252	0.121815044	1.055730383	7.22769262	0.060907522	0.974520353	0.010151254	0.071058776	2.64947721	2.700233479	0.38574764	0.375596386	0	3.552938788	0.182722566	0	0	0.060907522	0.121815044	0.010151254	0.862856563	0.19287382	0.182722566	0.010151254	0	0.842554055	0.751192772	1.126789158	1.319662978	0	1.055730383	0.091361283	2.091158258	0.19287382	0	0.243630088	0.233478835	0.944066592	0.893310324	3.50218252	0.121815044	0.30453761	1.055730383	21.58156532	38.98081413	5.035021825
58.203.12	203	12	cre	12_cre	m	166	89.41	50.13	100	0.067499156	42.15322308	0.168747891	0.629992125	52.50309371	3.363707954	0.404994938	0.708741141	0.067499156	1.113736078	3.701203735	40.8482394	0.708741141	44.06569918	0.629992125	1.541230735	0.078749016	0.404994938	0.168747891	0.708741141	1.304983688	4.657441782	0.404994938	0	40.8482394	0.708741141	44.06569918	0.067499156	0.629992125	0.438744516	0.078749016	3.701203735	0.168747891	1.113736078	0.708741141	1.304983688	1.102486219	4.657441782	0.404994938	0	1.687478907	0.067499156	0.629992125	0.438744516	0.078749016	0.247496906	25.17718529	3.701203735	0.112498594	24.38969513	0.663741703	13.26358421	16.07604905	0.168747891	0.708741141	1.113736078	0.708741141	0.843739453	1.304983688	2.452469344	1.102486219	4.657441782	13.26358421	0.078749016	0.033749578	0.404994938	0.17999775	1.687478907	1.529980875	0.191247609	1.102486219	0.112498594	3.566205422	0.607492406	0.269996625	0.011249859	0.033749578	0.247496906	0.011249859	1.642479469	0.326245922	3.701203735	0.629992125	0	3.014962313	1.586230172	0.753740578	0.708741141	0.033749578	0.629992125	0.168747891	2.024974688	0.168747891	0	1.113736078	0.708741141	0.843739453	1.304983688	2.452469344	1.102486219	0.168747891	4.657441782	20.49724378	19.09101136	9.337383283
29.196.7	196	7	wt	7_wt	f	166	75.35	43.61	100	0.076374745	67.89714868	0.305498982	0.24185336	29.18788187	2.240325866	0	0.050916497	0.076374745	0.216395112	0.636456212	66.08961303	1.425661914	27.02393075	0.24185336	0.598268839	0.076374745	0	0.305498982	0.050916497	1.807535642	1.451120163	0	0	66.08961303	1.425661914	27.02393075	0.076374745	0.24185336	0.318228106	0.076374745	0.636456212	0.305498982	0.216395112	0.050916497	1.807535642	0.280040733	1.451120163	0	0	0.99287169	0.076374745	0.24185336	0.318228106	0.076374745	0.114562118	14.10386965	0.636456212	0	56.37729124	1.552953157	6.071792261	6.631873727	0.305498982	1.425661914	0.216395112	0.050916497	1.094704684	1.807535642	6.173625255	0.280040733	1.451120163	6.071792261	0.076374745	0.598268839	0	0.203665988	0.99287169	6.899185336	0.190936864	0.66191446	0	0.801934827	0.280040733	0.08910387	0	0.050916497	0.114562118	0.012729124	0.394602851	0.08910387	0.636456212	0.24185336	0	1.883910387	0.509164969	0.560081466	1.425661914	0.025458248	0.954684318	0.356415479	1.514765784	0.305498982	0	0.216395112	0.050916497	1.094704684	1.807535642	6.173625255	0.280040733	0.229124236	1.451120163	12.57637475	47.03411405	3.144093686
9.185.5	185	5	wt	5_wt	m	147	62.75	35.39	100	0.693317598	56.71928013	0.33928308	0.029502877	39.37158873	2.197964302	0.280277327	0.368785957	0.693317598	0.575306092	4.76471456	56.01121109	1.268623691	32.52692137	0.029502877	0.354034518	0.177017259	0.280277327	0.33928308	0.368785957	0.708069037	1.902935536	0.280277327	0	56.01121109	1.268623691	32.52692137	0.693317598	0.029502877	0.221271574	0.177017259	4.76471456	0.33928308	0.575306092	0.368785957	0.708069037	0.132762944	1.902935536	0.280277327	0	1.298126567	0.693317598	0.029502877	0.221271574	0.177017259	0.177017259	17.70172592	4.76471456	0	47.52913409	1.076854993	5.664552294	8.76235433	0.33928308	1.268623691	0.575306092	0.368785957	0.442543148	0.708069037	5.885823868	0.132762944	1.902935536	5.664552294	0.177017259	0.663814722	0.280277327	0.029502877	1.298126567	4.263165659	0.132762944	0.324531642	0	1.44564095	0.103260068	0	0	0.545803216	0.177017259	0	0.324531642	0.575306092	4.76471456	0.029502877	0	1.312878006	0.206520136	0.383537395	1.268623691	0.147514383	0.413040271	0.147514383	4.67620593	0.33928308	0	0.575306092	0.368785957	0.442543148	0.708069037	5.885823868	0.132762944	0.221271574	1.902935536	15.43000443	41.56955303	3.068299159
11.191.5	191	5	wt	5_wt	f	146	60.51	33.48	100	0.089552239	64.2238806	0.746268657	0.059701493	33.08955224	1.71641791	0.074626866	0	0.089552239	0.104477612	3.671641791	63.50746269	1.23880597	26.2238806	0.059701493	0.373134328	0.119402985	0.074626866	0.746268657	0	0.71641791	3.074626866	0.074626866	0	63.50746269	1.23880597	26.2238806	0.089552239	0.059701493	0.164179104	0.119402985	3.671641791	0.746268657	0.104477612	0	0.71641791	0.208955224	3.074626866	0.074626866	0	1.194029851	0.089552239	0.059701493	0.164179104	0.119402985	0.119402985	12.26865672	3.671641791	0	53.10447761	1.28358209	7.059701493	8.044776119	0.746268657	1.23880597	0.104477612	0	0.865671642	0.71641791	5.791044776	0.208955224	3.074626866	7.059701493	0.119402985	0.71641791	0.074626866	0.014925373	1.194029851	5.656716418	0.567164179	0.268656716	0	0.791044776	0.089552239	0	0	0.029850746	0.119402985	0	0.268656716	0.253731343	3.671641791	0.059701493	0	1.149253731	0.432835821	0.358208955	1.23880597	0.059701493	0.567164179	0.089552239	3.701492537	0.746268657	0	0.104477612	0	0.865671642	0.71641791	5.791044776	0.208955224	0.164179104	3.074626866	11.04477612	45.94029851	2.791044776
56.188.12	188	12	cre	12_cre	f	164	72.54	37.41	100	0.020714656	30.67840497	0.217503884	0.290005179	66.46297255	1.294665976	0.186431901	0.84930088	0.020714656	0	3.303987571	30.41947178	0.248575867	61.43966857	0.290005179	1.046090109	0.010357328	0.186431901	0.217503884	0.84930088	0.258933195	1.708959089	0.186431901	0	30.41947178	0.248575867	61.43966857	0.020714656	0.290005179	0.735370274	0.010357328	3.303987571	0.217503884	0	0.84930088	0.258933195	0.310719834	1.708959089	0.186431901	0	1.273951321	0.020714656	0.290005179	0.735370274	0.010357328	0.134645262	43.86328327	3.303987571	0	15.08026929	0.134645262	13.42309684	15.91921284	0.217503884	0.248575867	0	0.84930088	0.507509063	0.258933195	1.522527188	0.310719834	1.708959089	13.42309684	0	0.103573278	0.186431901	0.528223718	1.273951321	7.654065251	0.75608493	1.263593993	0	0.797514241	1.636457794	0.196789228	0.145002589	0.010357328	0.134645262	0.020714656	0.838943553	0.124287934	3.303987571	0.290005179	0	2.402900052	0.880372864	0.062143967	0.248575867	0.010357328	0.031071983	0.870015536	0.072501295	0.217503884	0.010357328	0	0.84930088	0.507509063	0.258933195	1.522527188	0.310719834	0.538581046	1.708959089	40.29000518	4.961160021	11.55877784
43.195.9	195	9	wt	9_wt	f	176	83.88	46.27	100	0.022241993	45.12900356	0.18905694	0.033362989	52.45774021	2.090747331	0	0.077846975	0.022241993	0.211298932	0.767348754	44.11699288	1.46797153	50.86743772	0.033362989	0.411476868	0	0	0.18905694	0.077846975	1.012010676	0.822953737	0	0	44.11699288	1.46797153	50.86743772	0.022241993	0.033362989	0.3113879	0	0.767348754	0.18905694	0.211298932	0.077846975	1.012010676	0.100088968	0.822953737	0	0	7.71797153	0.022241993	0.033362989	0.3113879	0	0.122330961	35.38701068	0.767348754	0	20.88523132	0.889679715	14.04581851	11.06539146	0.18905694	1.46797153	0.211298932	0.077846975	0.578291815	1.012010676	4.292704626	0.100088968	0.822953737	14.04581851	0	0.144572954	0	0.055604982	7.71797153	2.924822064	0.84519573	0.622775801	0	3.770017794	0.289145907	0.088967972	0.18905694	0.011120996	0.122330961	0.033362989	1.301156584	0.400355872	0.767348754	0.033362989	0	1.879448399	1.456850534	0.645017794	1.46797153	0.011120996	0.745106762	0.066725979	0.278024911	0.18905694	0	0.211298932	0.077846975	0.578291815	1.012010676	4.292704626	0.100088968	0.222419929	0.822953737	30.67170819	15.43594306	6.472419929
45.186.10	186	10	cre	10_cre	m	147	63.04	32.6	100	0.124616564	48.74424847	0.44095092	0.076687117	47.24884969	2.770322086	0.086273006	0.508052147	0.124616564	1.33243865	7.476993865	47.82400307	0.575153374	36.65644172	0.076687117	0.862730061	1.495398773	0.086273006	0.44095092	0.508052147	0.920245399	1.620015337	0.086273006	0	47.82400307	0.575153374	36.65644172	0.124616564	0.076687117	0.076687117	1.495398773	7.476993865	0.44095092	1.33243865	0.508052147	0.920245399	0.786042945	1.620015337	0.086273006	0	2.252684049	0.124616564	0.076687117	0.076687117	1.495398773	0.124616564	24.30023006	7.476993865	0.603911043	24.21395706	0.728527607	19.09509202	8.25345092	0.44095092	0.575153374	1.33243865	0.508052147	1.533742331	0.920245399	3.374233129	0.786042945	1.620015337	19.09509202	0.162960123	0.268404908	0.086273006	0	2.252684049	2.291027607	0.316334356	0.929831288	0.603911043	0.460122699	0.23006135	0	0	0.076687117	0.124616564	0.019171779	1.514570552	0.00958589	7.476993865	0.076687117	0	2.914110429	1.025690184	1.083205521	0.575153374	0.047929448	0.460122699	0.00958589	1.878834356	0.44095092	1.33243865	1.33243865	0.508052147	1.533742331	0.920245399	3.374233129	0.786042945	0.076687117	1.620015337	23.59087423	17.9256135	2.569018405
5.193.5	193	5	cre	5_cre	f	150	69.18	45.92	100	0.155682408	37.27296316	0.077841204	0.985988583	58.99065906	2.270368448	0	0.246497146	0.155682408	0.012973534	9.950700571	35.80695381	1.660612351	48.48209652	0.985988583	0.596782564	0	0	0.077841204	0.246497146	1.466009341	0.557861962	0	0	35.80695381	1.660612351	48.48209652	0.155682408	0.985988583	0.441100156	0	9.950700571	0.077841204	0.012973534	0.246497146	1.466009341	0.155682408	0.557861962	0	0	11.17021277	0.155682408	0.985988583	0.441100156	0	0.350285418	31.42189933	9.950700571	0	16.10015568	0.6486767	6.603528801	11.13129216	0.077841204	1.660612351	0.012973534	0.246497146	1.284379865	1.466009341	5.578619616	0.155682408	0.557861962	6.603528801	0	0.25947068	0	0.791385573	11.17021277	2.088738972	0.480020758	0.38920602	0	0.505967826	1.297353399	0.168655942	0	0.155682408	0.350285418	0	0.908147379	0.441100156	9.950700571	0.985988583	0	3.814218993	0.45407369	1.323300467	1.660612351	0	0.38920602	0	0.505967826	0.077841204	0	0.012973534	0.246497146	1.284379865	1.466009341	5.578619616	0.155682408	0.272444214	0.557861962	29.17747794	8.87389725	7.602490919
24.185.7	185	7	wt	7_wt	m	140	45.76	22.03	100	0.027468754	26.06784782	0.054937509	13.17126768	59.1951655	1.359703337	0.068671886	0.054937509	0.027468754	0	20.69770636	25.97170718	1.071281417	37.79700591	13.17126768	0.28842192	0	0.068671886	0.054937509	0.054937509	0.09614064	0.700453234	0.068671886	0	25.97170718	1.071281417	37.79700591	0.027468754	13.17126768	0.178546903	0	20.69770636	0.054937509	0	0.054937509	0.09614064	0.109875017	0.700453234	0.068671886	0	0.947672023	0.027468754	13.17126768	0.178546903	0	0.123609394	30.44911413	20.69770636	0	16.30270567	0.013734377	8.158220025	6.49636039	0.054937509	1.071281417	0	0.054937509	0.549375086	0.09614064	0.727921989	0.109875017	0.700453234	8.158220025	0	0.013734377	0.068671886	0.810328252	0.947672023	7.965938745	0.329625052	0.38456256	0	1.291031452	0.57684384	0.027468754	0	0.013734377	0.123609394	0.013734377	0.4807032	0.727921989	20.69770636	13.17126768	0	2.527125395	0.260953166	0.013734377	1.071281417	0.013734377	0	0.013734377	0.260953166	0.054937509	0	0	0.054937509	0.549375086	0.09614064	0.727921989	0.109875017	0.151078149	0.700453234	27.83958247	5.795907156	3.955500618
52.218.10	218	10	cre	10_cre	f	141	50.51	27.31	100	0.053576212	36.83364586	0.026788106	0.066970265	61.86713099	1.098312349	0	0.053576212	0.053576212	0	15.87195285	36.48540048	0.696490758	45.71390303	0.066970265	0.401821591	0.200910796	0	0.026788106	0.053576212	0.348245379	0.080364318	0	0	36.48540048	0.696490758	45.71390303	0.053576212	0.066970265	0.200910796	0.200910796	15.87195285	0.026788106	0	0.053576212	0.348245379	0.200910796	0.080364318	0	0	1.406375569	0.053576212	0.066970265	0.200910796	0.200910796	0.160728636	34.18162336	15.87195285	0	21.7921243	0.160728636	12.49665149	9.670506295	0.026788106	0.696490758	0	0.053576212	0.629520493	0.348245379	1.701044736	0.200910796	0.080364318	12.49665149	0.200910796	0.160728636	0	0.040182159	1.406375569	9.456201447	0.656308599	1.794803107	0	1.580498259	1.165282615	0.13394053	0.120546477	0.026788106	0.160728636	0	1.004553978	0.093758371	15.87195285	0.066970265	0	3.241360836	0.803643182	0.13394053	0.696490758	0.026788106	0	0	0.214304849	0.026788106	0	0	0.053576212	0.629520493	0.348245379	1.701044736	0.200910796	0.066970265	0.080364318	31.22153764	8.960621484	5.156710421
37.218.9	218	9	cre	9_cre	f	119	35.78	19.05	100	0.27178016	36.56953042	0.075494489	0.211384569	59.67084403	2.098746791	0.332175751	0.770043787	0.27178016	0.030197796	29.89581761	36.44873924	1.811867734	27.99335648	0.211384569	0.256681262	1.706175449	0.332175751	0.075494489	0.770043787	0.120791182	0.075494489	0.332175751	0	36.44873924	1.811867734	27.99335648	0.27178016	0.211384569	0.150988978	1.706175449	29.89581761	0.075494489	0.030197796	0.770043787	0.120791182	0.105692284	0.075494489	0.332175751	0	1.464593085	0.27178016	0.211384569	0.150988978	1.706175449	0.090593387	21.57632493	29.89581761	0	25.849313	0.120791182	8.440283859	4.680658312	0.075494489	1.811867734	0.030197796	0.770043787	0.573758116	0.120791182	1.645779858	0.105692284	0.075494489	8.440283859	1.706175449	0.120791182	0.332175751	0.045296693	1.464593085	9.708591273	0.573758116	0.226483467	0	1.404197494	0.875736071	0.045296693	0	0.015098898	0.090593387	0	0.392571342	0.211384569	29.89581761	0.211384569	0	3.714328854	0.40767024	0.181186773	1.811867734	0.256681262	0	0.015098898	0.13589008	0.075494489	0	0.030197796	0.770043787	0.573758116	0.120791182	1.645779858	0.105692284	0.105692284	0.075494489	19.0699079	12.2452061	2.898988374
48.190.10	190	10	cre	10_cre	f	152	65.96	32.17	100	0.085151676	48.21713677	0.298030867	0.085151676	45.83288984	3.501862693	0.734433209	1.245343268	0.085151676	1.341138904	10.35657265	47.48270357	0.745077169	31.53805216	0.085151676	1.415646621	0.989888238	0.734433209	0.298030867	1.245343268	0.734433209	2.948376796	0.734433209	0	47.48270357	0.745077169	31.53805216	0.085151676	0.085151676	0.127727515	0.989888238	10.35657265	0.298030867	1.341138904	1.245343268	0.734433209	1.287919106	2.948376796	0.734433209	0	2.118147951	0.085151676	0.085151676	0.127727515	0.989888238	0.085151676	20.35125067	10.35657265	0.095795636	22.81000532	1.138903672	20.34060671	9.441192123	0.298030867	0.745077169	1.341138904	1.245343268	1.075039915	0.734433209	1.564662054	1.287919106	2.948376796	20.34060671	0.042575838	0.627993614	0.734433209	0.01064396	2.118147951	1.564662054	0.117083555	0.606705695	0.095795636	0.425758382	0.319318787	0.01064396	0.031931879	0.085151676	0.085151676	0.01064396	1.224055349	0.085151676	10.35657265	0.085151676	0	5.353911655	0.840872805	0.872804683	0.745077169	0	0.510910059	0	1.021820117	0.298030867	0.9473124	1.341138904	1.245343268	1.075039915	0.734433209	1.564662054	1.287919106	0.117083555	2.948376796	19.48908994	15.01862693	5.609366684
