SampleID	MouseID	Age	Genotype	Age_Genotype	sex	Richness	Shannon.effective	Simpson.effective	k__Bacteria	p__Actinobacteria	p__Bacteroidetes	p__Candidatus Saccharibacteria	p__Deferribacteres	p__Firmicutes	p__Proteobacteria	p__Tenericutes	p__unknown_ Bacteria	c__Actinobacteria	c__Alphaproteobacteria	c__Bacilli	c__Bacteroidia	c__Betaproteobacteria	c__Clostridia	c__Deferribacteres	c__Deltaproteobacteria	c__Erysipelotrichia	c__Mollicutes	c__Saccharibacteria_genera_incertae_sedis	c__unknown_ Bacteria	c__unknown_ Bacteroidetes	c__unknown_ Firmicutes	o__Anaeroplasmatales	o__Bacillales	o__Bacteroidales	o__Burkholderiales	o__Clostridiales	o__Coriobacteriales	o__Deferribacterales	o__Desulfovibrionales	o__Erysipelotrichales	o__Lactobacillales	o__Saccharibacteria_genera_incertae_sedis	o__unknown_ Alphaproteobacteria	o__unknown_ Bacteria	o__unknown_ Bacteroidetes	o__unknown_ Deltaproteobacteria	o__unknown_ Firmicutes	f__Anaeroplasmataceae	f__Bacillaceae 2	f__Bacteroidaceae	f__Coriobacteriaceae	f__Deferribacteraceae	f__Desulfovibrionaceae	f__Erysipelotrichaceae	f__Eubacteriaceae	f__Lachnospiraceae	f__Lactobacillaceae	f__Peptostreptococcaceae	f__Porphyromonadaceae	f__Prevotellaceae	f__Rikenellaceae	f__Ruminococcaceae	f__Saccharibacteria_genera_incertae_sedis	f__Sutterellaceae	f__unknown_ Alphaproteobacteria	f__unknown_ Bacteria	f__unknown_ Bacteroidales	f__unknown_ Bacteroidetes	f__unknown_ Clostridiales	f__unknown_ Deltaproteobacteria	f__unknown_ Firmicutes	g__Alistipes	g__Allobaculum	g__Alloprevotella	g__Anaeroplasma	g__Anaerotruncus	g__Bacteroides	g__Barnesiella	g__Butyricicoccus	g__Clostridium IV	g__Clostridium XI	g__Clostridium XlVa	g__Clostridium XlVb	g__Desulfovibrio	g__Eisenbergiella	g__Enterorhabdus	g__Eubacterium	g__Faecalibacterium	g__Flavonifractor	g__Lachnospiracea_incertae_sedis	g__Lactobacillus	g__Mucispirillum	g__Oceanobacillus	g__Odoribacter	g__Oscillibacter	g__Parabacteroides	g__Parasutterella	g__Parvibacter	g__Prevotella	g__Roseburia	g__Ruminococcus	g__Saccharibacteria_genera_incertae_sedis	g__Turicibacter	g__unknown_ Alphaproteobacteria	g__unknown_ Bacteria	g__unknown_ Bacteroidales	g__unknown_ Bacteroidetes	g__unknown_ Clostridiales	g__unknown_ Deltaproteobacteria	g__unknown_ Desulfovibrionaceae	g__unknown_ Firmicutes	g__unknown_ Lachnospiraceae	g__unknown_ Porphyromonadaceae	g__unknown_ Ruminococcaceae
3.189.5	189	5	cre	5_cre	f	137	58.86	34.95	100	0.074030204	44.86230382	0.074030204	0.399763103	51.83594907	1.747112822	0.266508736	0.740302043	0.074030204	0.16286645	13.60675155	44.13680782	1.332543678	37.32602902	0.399763103	0.251702695	0	0.266508736	0.074030204	0.740302043	0.725496002	0.903168493	0.266508736	0	44.13680782	1.332543678	37.32602902	0.074030204	0.399763103	0.044418123	0	13.60675155	0.074030204	0.16286645	0.740302043	0.725496002	0.207284572	0.903168493	0.266508736	0	4.367782055	0.074030204	0.399763103	0.044418123	0	0.281314776	25.15546343	13.60675155	0.014806041	25.42197216	0.592241635	12.99970388	7.758365413	0.074030204	1.332543678	0.16286645	0.740302043	0.755108084	0.725496002	4.11607936	0.207284572	0.903168493	12.99970388	0	0.16286645	0.266508736	0.148060409	4.367782055	2.531832988	0.103642286	0.34053894	0.014806041	1.006810779	0.281314776	0.044418123	0.014806041	0.059224163	0.281314776	0	0.118448327	0.148060409	13.60675155	0.399763103	0	2.383772579	0.16286645	0.488599349	1.332543678	0.014806041	0.429375185	0.029612082	3.509031685	0.074030204	0	0.16286645	0.740302043	0.755108084	0.725496002	4.11607936	0.207284572	0	0.903168493	23.67485934	20.01776725	3.375777317
7.213.5	213	5	cre	5_cre	m	111	37.79	18.72	100	0.083391244	55.92772759	0.125086866	0.22237665	40.94510076	2.571230021	0.055594163	0.069492703	0.083391244	0.125086866	27.1438499	55.06601807	2.12647672	13.14801946	0.22237665	0.319666435	0	0.055594163	0.125086866	0.069492703	0.861709521	0.653231411	0.055594163	0	55.06601807	2.12647672	13.14801946	0.083391244	0.22237665	0.125086866	0	27.1438499	0.125086866	0.125086866	0.069492703	0.861709521	0.194579569	0.653231411	0.055594163	0	4.419735928	0.083391244	0.22237665	0.125086866	0	0.277970813	7.157748436	27.1438499	0.013898541	37.34537874	0.778318277	10.59068798	2.237665045	0.125086866	2.12647672	0.125086866	0.069492703	1.931897151	0.861709521	3.460736623	0.194579569	0.653231411	10.59068798	0	0.555941626	0.055594163	0.013898541	4.419735928	1.737317582	0.152883947	0.333564976	0.013898541	0.236275191	0.458651842	0.069492703	0	0.083391244	0.277970813	0	0.125086866	0.027797081	27.1438499	0.22237665	0	4.767199444	0.027797081	0.500347464	2.12647672	0	0.22237665	0	0.333564976	0.125086866	0	0.125086866	0.069492703	1.931897151	0.861709521	3.460736623	0.194579569	0.055594163	0.653231411	6.435024322	30.34051425	1.250868659
1.186.5	186	5	cre	5_cre	m	162	73.02	40.41	100	0.046237429	48.22563865	0.184949717	0.416136863	50.04045775	1.075020229	0.011559357	0	0.046237429	0.069356144	2.103803029	47.3471275	0.774476939	44.33013524	0.416136863	0.231187146	0	0.011559357	0.184949717	0	0.878511155	3.606519478	0.011559357	0	47.3471275	0.774476939	44.33013524	0.046237429	0.416136863	0.069356144	0	2.103803029	0.184949717	0.069356144	0	0.878511155	0.161831002	3.606519478	0.011559357	0	2.647092822	0.046237429	0.416136863	0.069356144	0	0.323662004	32.00786036	2.103803029	0.023118715	29.31453011	0.751358224	14.06773783	7.871922321	0.184949717	0.774476939	0.069356144	0	0.566408508	0.878511155	4.103571841	0.161831002	3.606519478	14.06773783	0	0.393018148	0.011559357	0.023118715	2.647092822	5.502254075	0.393018148	0.161831002	0.023118715	1.629869379	0.150271645	0	0.011559357	0.046237429	0.323662004	0	0.531730436	1.202173159	2.103803029	0.416136863	0	1.999768813	0.693561438	0.161831002	0.774476939	0	0.358340076	0	0.658883366	0.184949717	0	0.069356144	0	0.566408508	0.878511155	4.103571841	0.161831002	0.069356144	3.606519478	29.01398682	21.65067622	5.409779216
47.189.10	189	10	cre	10_cre	f	150	65.15	32.84	100	0.058754407	43.45475911	0.211515864	0.199764982	52.43243243	2.596944771	0.352526439	0.693301998	0.058754407	0.552291422	15.22914219	43.24324324	0.998824912	34.98237368	0.199764982	1.045828437	2.091656874	0.352526439	0.211515864	0.693301998	0.211515864	0.129259694	0.352526439	0	43.24324324	0.998824912	34.98237368	0.058754407	0.199764982	0.434782609	2.091656874	15.22914219	0.211515864	0.552291422	0.693301998	0.211515864	0.611045828	0.129259694	0.352526439	0	2.714453584	0.058754407	0.199764982	0.434782609	2.091656874	0.17626322	24.31257344	15.22914219	0.058754407	17.5440658	0.458284371	17.46180964	7.59106933	0.211515864	0.998824912	0.552291422	0.693301998	5.064629847	0.211515864	2.843713278	0.611045828	0.129259694	17.46180964	0.023501763	0.27027027	0.352526439	0.258519389	2.714453584	4.64159812	0.27027027	0.62279671	0.058754407	0.951821387	1.410105758	0.023501763	0.011750881	0.035252644	0.17626322	0.011750881	0.646298472	0.011750881	15.22914219	0.199764982	0	2.209165687	1.057579318	0.505287897	0.998824912	0.023501763	0.188014101	0	0.011750881	0.211515864	2.068155112	0.552291422	0.693301998	5.064629847	0.211515864	2.843713278	0.611045828	0.411280846	0.129259694	21.92714454	10.1880141	4.712103408
51.213.10	213	10	cre	10_cre	m	118	34.83	14.58	100	0.131367684	44.98613341	0	0.364910232	52.78061597	1.722376295	0	0.014596409	0.131367684	0.262735367	39.13297329	43.13238943	1.167712743	13.57466063	0.364910232	0.291928186	0	0	0	0.014596409	1.853743979	0.072982046	0	0	43.13238943	1.167712743	13.57466063	0.131367684	0.364910232	0.102174865	0	39.13297329	0	0.262735367	0.014596409	1.853743979	0.189753321	0.072982046	0	0	2.933878266	0.131367684	0.364910232	0.102174865	0	0.116771274	9.619033718	39.13297329	0	28.81331193	1.080134287	9.181141439	2.510582397	0	1.167712743	0.262735367	0.014596409	1.123923515	1.853743979	1.328273245	0.189753321	0.072982046	9.181141439	0	0.788206101	0	0.043789228	2.933878266	4.335133557	0.175156911	0.248138958	0	0.262735367	0.423295869	0.043789228	0	0.131367684	0.116771274	0.043789228	0.145964093	0.102174865	39.13297329	0.364910232	0	1.386658882	0.131367684	0.583856371	1.167712743	0	0.291928186	0	0.160560502	0	0	0.262735367	0.014596409	1.123923515	1.853743979	1.328273245	0.189753321	0.058385637	0.072982046	8.830827616	22.50766311	1.561815793
23.218.7	218	7	cre	7_cre	f	138	50.41	20.27	100	0.086467791	26.40149878	0	2.651678916	69.05894221	1.801412307	0	0	0.086467791	0.144112985	1.066436086	25.75299034	0.518806744	67.97809483	2.651678916	1.138492578	0	0	0	0	0.648508431	0.014411298	0	0	25.75299034	0.518806744	67.97809483	0.086467791	2.651678916	0.821444012	0	1.066436086	0	0.144112985	0	0.648508431	0.317048566	0.014411298	0	0	2.70932411	0.086467791	2.651678916	0.821444012	0	0.129701686	52.99034443	1.066436086	0	13.01340251	0.951145698	7.955036749	13.57544315	0	0.518806744	0.144112985	0	1.12408128	0.648508431	1.282605563	0.317048566	0.014411298	7.955036749	0	0.907911803	0	0.201758178	2.70932411	2.622856319	1.412307249	0.345871163	0	1.383484652	1.383484652	0.345871163	0.461161551	0.086467791	0.129701686	0	0.648508431	0.662919729	1.066436086	2.651678916	0	3.011961378	0.662919729	0.576451938	0.518806744	0	0.043233895	0	0	0	0	0.144112985	0	1.12408128	0.648508431	1.282605563	0.317048566	0.475572849	0.014411298	49.09929385	6.802132872	10.3040784
55.195.10	195	10	wt	10_wt	f	182	86.81	46.03	100	0.010259567	33.14866113	0.184672207	0.215450908	63.92736227	2.010875141	0.020519134	0.482199651	0.010259567	0.143633939	0.615574023	32.440751	0.636093157	62.85010773	0.215450908	1.231148046	0	0.020519134	0.184672207	0.482199651	0.707910126	0.461680517	0.020519134	0	32.440751	0.636093157	62.85010773	0.010259567	0.215450908	1.159331076	0	0.615574023	0.184672207	0.143633939	0.482199651	0.707910126	0.071816969	0.461680517	0.020519134	0	1.036216272	0.010259567	0.215450908	1.159331076	0	0.153893506	44.69067405	0.615574023	0	22.24274136	0.071816969	8.628295886	15.33805273	0.184672207	0.636093157	0.143633939	0.482199651	0.461680517	0.707910126	2.667487432	0.071816969	0.461680517	8.628295886	0	0.041038268	0.020519134	0.27700831	1.036216272	2.400738689	1.190109777	0.80024623	0	1.108033241	0.523237919	0.246229609	0	0.010259567	0.153893506	0	2.103211244	0.605314456	0.615574023	0.215450908	0	0.943880168	1.241407613	0.328306145	0.636093157	0	0.030778701	0.082076536	0.318046578	0.184672207	0	0.143633939	0.482199651	0.461680517	0.707910126	2.667487432	0.071816969	0.913101467	0.461680517	42.3720119	18.56981635	9.408022981
34.193.9	193	9	cre	9_cre	f	138	59.25	33	100	0.058105752	42.20801859	0.23242301	0.151074956	54.44509006	2.754212667	0	0.151074956	0.058105752	0.01162115	9.529343405	41.59209762	2.208018594	44.68332365	0.151074956	0.534572923	0.01162115	0	0.23242301	0.151074956	0.615920976	0.220801859	0	0	41.59209762	2.208018594	44.68332365	0.058105752	0.151074956	0.383497966	0.01162115	9.529343405	0.23242301	0.01162115	0.151074956	0.615920976	0.151074956	0.220801859	0	0	6.58919233	0.058105752	0.151074956	0.383497966	0.01162115	0.337013364	28.59965137	9.529343405	0	17.59442185	0	16.51365485	13.87565369	0.23242301	2.208018594	0.01162115	0.151074956	0.894828588	0.615920976	1.87100523	0.151074956	0.220801859	16.51365485	0.01162115	0	0	0.255665311	6.58919233	2.719349216	0.209180709	1.766414875	0	1.394538059	1.847762929	0.23242301	0.058105752	0.058105752	0.337013364	0	0.848343986	0.278907612	9.529343405	0.151074956	0	6.414875073	0.883207438	1.220220802	2.208018594	0	0	0.058105752	0.023242301	0.23242301	0	0.01162115	0.151074956	0.894828588	0.615920976	1.87100523	0.151074956	0.151074956	0.220801859	24.96223126	7.239976758	9.88959907
15.196.5	196	5	wt	5_wt	f	151	63.11	31.55	100	0.046088259	67.74974075	0.391750202	0.046088259	29.11625763	1.440258094	0.057610324	1.152206475	0.046088259	0.011522065	4.43599493	66.59753428	0.898721051	24.06959327	0.046088259	0.530014979	0	0.057610324	0.391750202	1.152206475	1.152206475	0.610669432	0.057610324	0	66.59753428	0.898721051	24.06959327	0.046088259	0.046088259	0.149786842	0	4.43599493	0.391750202	0.011522065	1.152206475	1.152206475	0.380228137	0.610669432	0.057610324	0	2.59246457	0.046088259	0.046088259	0.149786842	0	0.345661943	14.43714714	4.43599493	0.011522065	41.31812421	0.472404655	20.77428275	6.486922457	0.391750202	0.898721051	0.011522065	1.152206475	1.440258094	1.152206475	2.78833967	0.380228137	0.610669432	20.77428275	0	0.299573684	0.057610324	0.011522065	2.59246457	7.97326881	0.24196336	0.207397166	0.011522065	0.714368015	0.334139878	0	0	0.034566194	0.345661943	0.011522065	0.472404655	0.184353036	4.43599493	0.046088259	0	4.136421247	0.645235626	0.207397166	0.898721051	0.011522065	0.172830971	0.02304413	2.10853785	0.391750202	0	0.011522065	1.152206475	1.440258094	1.152206475	2.78833967	0.380228137	0.149786842	0.610669432	13.18124208	29.00103699	2.78833967
22.213.7	213	7	cre	7_cre	m	149	70.15	38.5	100	0.085345038	42.6725189	0.109729334	0.085345038	55.51085101	1.487442087	0.036576445	0.012192148	0.085345038	0.231650817	5.023165082	42.11168008	0.633991709	49.78054133	0.085345038	0.621799561	0	0.036576445	0.109729334	0.012192148	0.56083882	0.707144599	0.036576445	0.012192148	42.11168008	0.633991709	49.78054133	0.085345038	0.085345038	0.158497927	0	5.010972933	0.109729334	0.231650817	0.012192148	0.56083882	0.463301634	0.707144599	0.036576445	0.012192148	1.109485491	0.085345038	0.085345038	0.158497927	0	0.170690076	36.17410388	5.010972933	0	22.75054865	0.499878079	16.15459644	10.89978054	0.109729334	0.633991709	0.231650817	0.012192148	1.597171422	0.56083882	2.535966837	0.463301634	0.707144599	16.15459644	0	0.109729334	0.036576445	0.292611558	1.109485491	4.925627896	0.780297488	1.194830529	0	2.523774689	0.292611558	0	0.20726652	0.048768593	0.170690076	0	2.194586686	1.085101195	5.010972933	0.085345038	0.012192148	3.828334553	0.853450378	0.304803706	0.633991709	0.036576445	0.390148744	0	0.134113631	0.109729334	0	0.231650817	0.012192148	1.597171422	0.56083882	2.535966837	0.463301634	0.158497927	0.707144599	32.06534991	13.69178249	5.449890271
63.192.12	192	12	wt	12_wt	m	172	78.77	45.07	100	0.014832394	20.79501632	0.222485909	0.533966182	76.14951053	1.601898546	0.489469	0.192821121	0.014832394	0.163156333	0.207653515	20.36487689	0.548798576	74.9925838	0.533966182	0.889943637	0.014832394	0.489469	0.222485909	0.192821121	0.430139425	0.934440819	0.489469	0	20.36487689	0.548798576	74.9925838	0.014832394	0.533966182	0.548798576	0.014832394	0.207653515	0.222485909	0.163156333	0.192821121	0.430139425	0.341145061	0.934440819	0.489469	0	1.928211213	0.014832394	0.533966182	0.548798576	0.014832394	0.088994364	47.46366063	0.207653515	0	9.107089884	0.548798576	8.291308217	24.79976268	0.222485909	0.548798576	0.163156333	0.192821121	0.489469	0.430139425	2.640166123	0.341145061	0.934440819	8.291308217	0.014832394	0.029664788	0.489469	2.017205577	1.928211213	0.163156333	0.652625334	1.854049244	0	1.142094334	1.512904183	0.044497182	0.103826758	0	0.088994364	0.014832394	1.290418274	0.237318303	0.207653515	0.533966182	0	1.557401365	3.960249184	0.207653515	0.548798576	0.014832394	0.519133788	0.741619697	0.726787303	0.222485909	0	0.163156333	0.192821121	0.489469	0.430139425	2.640166123	0.341145061	0.504301394	0.934440819	43.72589736	7.178878671	14.28359537
14.195.5	195	5	wt	5_wt	f	159	76.66	43.6	100	0.050632911	54.55696203	0.253164557	0.113924051	44	0.886075949	0.025316456	0.113924051	0.050632911	0	3.291139241	54.01265823	0.544303797	40.4556962	0.113924051	0.341772152	0	0.025316456	0.253164557	0.113924051	0.544303797	0.253164557	0.025316456	0	54.01265823	0.544303797	40.4556962	0.050632911	0.113924051	0.164556962	0	3.291139241	0.253164557	0	0.113924051	0.544303797	0.17721519	0.253164557	0.025316456	0	3.721518987	0.050632911	0.113924051	0.164556962	0	0.088607595	28.5443038	3.291139241	0	31.84810127	0.835443038	17.05063291	9.012658228	0.253164557	0.544303797	0	0.113924051	0.556962025	0.544303797	2.810126582	0.17721519	0.253164557	17.05063291	0	0.417721519	0.025316456	0.025316456	3.721518987	4.265822785	0.46835443	0.227848101	0	0.784810127	0.405063291	0.025316456	0	0.025316456	0.088607595	0.088607595	1.012658228	0.594936709	3.291139241	0.113924051	0	2.303797468	1.164556962	0.265822785	0.544303797	0.025316456	0.417721519	0.012658228	0.708860759	0.253164557	0	0	0.113924051	0.556962025	0.544303797	2.810126582	0.17721519	0.139240506	0.253164557	26.74683544	25.01265823	5.316455696
30.186.9	186	9	cre	9_cre	m	152	61.03	30.02	100	0.155199172	49.61200207	0.439730988	0.29746508	44.5938955	4.578375582	0.116399379	0.20693223	0.155199172	0.258665287	9.001551992	49.35333678	1.319192964	32.35902742	0.29746508	3.000517331	0.982928091	0.116399379	0.439730988	0.20693223	0.258665287	2.250387998	0.116399379	0	49.35333678	1.319192964	32.35902742	0.155199172	0.29746508	0.077599586	0.982928091	9.001551992	0.439730988	0.258665287	0.20693223	0.258665287	2.922917744	2.250387998	0.116399379	0	3.41438179	0.155199172	0.29746508	0.077599586	0.982928091	0.245732023	16.37351267	9.001551992	0.59493016	21.33988619	0.931195034	21.67615106	12.77806518	0.439730988	1.319192964	0.258665287	0.20693223	1.991722711	0.258665287	2.366787377	2.922917744	2.250387998	21.67615106	0.064666322	0.012933264	0.116399379	0.336264873	3.41438179	4.151577858	0.129332644	1.383859286	0.59493016	0.478530781	1.176927056	0.012933264	0.012933264	0.09053285	0.245732023	0	0.543197103	0.517330574	9.001551992	0.29746508	0	4.048111743	1.39679255	0.918261769	1.319192964	0.064666322	0.918261769	0	5.2250388	0.439730988	0.918261769	0.258665287	0.20693223	1.991722711	0.258665287	2.366787377	2.922917744	0.064666322	2.250387998	14.187791	12.22193482	3.763579928
35.203.9	203	9	cre	9_cre	m	159	71.91	35.02	100	0.04311274	50.53890925	0.366458288	0.183229144	45.5593878	1.983186031	0.10778185	1.2179349	0.04311274	0.150894589	4.020262988	49.87066178	0.808363872	40.4720845	0.183229144	1.023927571	0	0.10778185	0.366458288	1.2179349	0.668247467	1.06704031	0.10778185	0	49.87066178	0.808363872	40.4720845	0.04311274	0.183229144	0.08622548	0	4.020262988	0.366458288	0.150894589	1.2179349	0.668247467	0.937702091	1.06704031	0.10778185	0	2.4358698	0.04311274	0.183229144	0.08622548	0	0	30.67471438	4.020262988	0	25.8568657	0.754472947	20.13364949	8.730329812	0.366458288	0.808363872	0.150894589	1.2179349	0.689803837	0.668247467	1.06704031	0.937702091	1.06704031	20.13364949	0	0.183229144	0.10778185	0.10778185	2.4358698	5.065746928	0.528131063	0.452683768	0	1.304160379	0.215563699	0.010778185	0.010778185	0.02155637	0	0.032334555	1.336494934	0.02155637	4.020262988	0.183229144	0	2.37120069	0.625134727	0.269454624	0.808363872	0.02155637	0.571243803	0	0.819142056	0.366458288	0	0.150894589	1.2179349	0.689803837	0.668247467	1.06704031	0.937702091	0.075447295	1.06704031	29.12265574	18.15046346	4.828626859
6.203.5	203	5	cre	5_cre	m	160	67.45	36.13	100	0.012363996	41.34520277	0.098911968	0.074183976	56.20672601	1.607319486	0.111275964	0.544015826	0.012363996	0.383283877	4.03066271	40.05934718	0.185459941	49.01088032	0.074183976	1.038575668	0	0.111275964	0.098911968	0.544015826	1.285855589	3.165182987	0.111275964	0	40.05934718	0.185459941	49.01088032	0.012363996	0.074183976	0.06181998	0	4.03066271	0.098911968	0.383283877	0.544015826	1.285855589	0.976755687	3.165182987	0.111275964	0	2.460435213	0.012363996	0.074183976	0.06181998	0	0.234915925	28.26409496	4.03066271	0.012363996	16.36993076	0.803659743	19.41147379	18.17507418	0.098911968	0.185459941	0.383283877	0.544015826	1.013847676	1.285855589	2.324431256	0.976755687	3.165182987	19.41147379	0	0	0.111275964	0.259643917	2.460435213	1.84223541	0.210187933	2.200791296	0.012363996	1.768051434	0.210187933	0.049455984	0.098911968	0.012363996	0.234915925	0	1.520771513	1.038575668	4.03066271	0.074183976	0	3.659742829	1.335311573	0.296735905	0.185459941	0	0.803659743	0	2.114243323	0.098911968	0	0.383283877	0.544015826	1.013847676	1.285855589	2.324431256	0.976755687	0.012363996	3.165182987	25.14836795	10.57121662	10.53412463
36.213.9	213	9	cre	9_cre	m	144	49.45	21.52	100	0.05304477	38.37258646	0.201570125	0.625928283	59.22978994	1.156375981	0	0.360704435	0.05304477	0.084871632	11.64863144	37.54508805	0.604710376	46.92340335	0.625928283	0.466793974	0	0	0.201570125	0.360704435	0.827498409	0.657755145	0	0	37.54508805	0.604710376	46.92340335	0.05304477	0.625928283	0.116698494	0	11.64863144	0.201570125	0.084871632	0.360704435	0.827498409	0.350095481	0.657755145	0	0	2.164226607	0.05304477	0.625928283	0.116698494	0	0.095480586	35.55060471	11.64863144	0.010608954	21.9817526	0.254614895	12.14725228	9.622321239	0.201570125	0.604710376	0.084871632	0.360704435	0.997241672	0.827498409	1.644387863	0.350095481	0.657755145	12.14725228	0	0.201570125	0	0.021217908	2.164226607	7.93549756	0.201570125	0.816889455	0.010608954	1.410990876	1.145767027	0.063653724	0.063653724	0.031826862	0.095480586	0.010608954	1.729259495	0.159134309	11.64863144	0.625928283	0	2.461277318	0.657755145	0.254614895	0.604710376	0.021217908	0.05304477	0	0.318268619	0.201570125	0	0.084871632	0.360704435	0.997241672	0.827498409	1.644387863	0.350095481	0.05304477	0.657755145	32.77105877	11.33036283	5.866751538
8.218.5	218	5	cre	5_cre	f	150	68.32	36.92	100	0.031836995	45.9089462	0.143266476	0.095510984	51.91021968	1.655523719	0.079592486	0.17510347	0.031836995	0.031836995	10.76090417	45.38363578	1.225724292	40.28971665	0.095510984	0.397962432	0	0.079592486	0.143266476	0.17510347	0.525310411	0.859598854	0.079592486	0	45.38363578	1.225724292	40.28971665	0.031836995	0.095510984	0.191021968	0	10.76090417	0.143266476	0.031836995	0.17510347	0.525310411	0.206940465	0.859598854	0.079592486	0	2.387774594	0.031836995	0.095510984	0.191021968	0	0.382043935	25.69245463	10.76090417	0	25.00795925	0.429799427	16.58707418	9.582935371	0.143266476	1.225724292	0.031836995	0.17510347	0.971028335	0.525310411	4.632282713	0.206940465	0.859598854	16.58707418	0	0.191021968	0.079592486	0.159184973	2.387774594	3.772683859	0.047755492	1.241642789	0	1.034702324	0.334288443	0.127347978	0	0.031836995	0.382043935	0	0.907354346	0.684495384	10.76090417	0.095510984	0	3.788602356	0.891435848	0.17510347	1.225724292	0	0.238777459	1.416746259	0.700413881	0.143266476	0	0.031836995	0.17510347	0.971028335	0.525310411	4.632282713	0.206940465	0.063673989	0.859598854	22.22222222	17.27156956	5.635148042
57.193.12	193	12	cre	12_cre	f	152	67.73	37.31	100	0.086777308	35.87156958	0.097624471	0.466428029	61.98069205	1.214882308	0	0.28202625	0.086777308	0.010847163	13.83013342	35.07972665	0.78099577	47.65158911	0.466428029	0.423039375	0.03254149	0	0.097624471	0.28202625	0.791842933	0.466428029	0	0	35.07972665	0.78099577	47.65158911	0.086777308	0.466428029	0.28202625	0.03254149	13.83013342	0.097624471	0.010847163	0.28202625	0.791842933	0.141013125	0.466428029	0	0	5.217485628	0.086777308	0.466428029	0.28202625	0.03254149	0.119318798	33.91908016	13.83013342	0	18.7655928	0.24948476	9.979390389	11.79086669	0.097624471	0.78099577	0.010847163	0.28202625	0.867773077	0.791842933	1.822323462	0.141013125	0.466428029	9.979390389	0.03254149	0.238637596	0	0	5.217485628	5.358498753	0.672524135	1.475214231	0	1.182340818	1.312506779	0.119318798	0.043388654	0.054235817	0.119318798	0.03254149	0.455580866	0.03254149	13.83013342	0.466428029	0	2.310445818	1.312506779	0.618288318	0.78099577	0.03254149	0.010847163	0.238637596	0.260331923	0.097624471	0	0.010847163	0.28202625	0.867773077	0.791842933	1.822323462	0.141013125	0.162707452	0.466428029	31.10966482	10.47835991	7.582167263
46.188.10	188	10	cre	10_cre	f	150	50.15	18.93	100	0.219619327	55.85651537	0.585651537	0.878477306	39.82430454	1.903367496	0.292825769	0.439238653	0.219619327	0.073206442	9.956076135	55.27086384	1.244509517	26.50073206	0.878477306	0.585651537	0.732064422	0.292825769	0.585651537	0.439238653	0.585651537	2.635431918	0.292825769	0	55.27086384	1.244509517	26.50073206	0.219619327	0.878477306	0.366032211	0.732064422	9.956076135	0.585651537	0.073206442	0.439238653	0.585651537	0.219619327	2.635431918	0.292825769	0	2.049780381	0.219619327	0.878477306	0.366032211	0.732064422	0.219619327	16.69106881	9.956076135	0.439238653	37.92093704	0.073206442	13.32357247	6.442166911	0.585651537	1.244509517	0.073206442	0.439238653	1.903367496	0.585651537	2.70863836	0.219619327	2.635431918	13.32357247	0	0	0.292825769	0.439238653	2.049780381	18.74084919	0.439238653	0.65885798	0.439238653	0.65885798	0.65885798	0.073206442	0	0.146412884	0.219619327	0.292825769	0.292825769	0.366032211	9.956076135	0.878477306	0	3.806734993	0.219619327	0.366032211	1.244509517	0.073206442	0.073206442	0.073206442	0.512445095	0.585651537	0.732064422	0.073206442	0.439238653	1.903367496	0.585651537	2.70863836	0.219619327	0.292825769	2.635431918	14.9341142	15.00732064	3.587115666
16.186.7	186	7	cre	7_cre	m	131	48.23	20.94	100	0.092555864	56.60452202	0.066111331	0.079333598	40.79069152	2.353563401	0.013222266	0	0.092555864	0.581779717	3.239455243	55.95663097	0.687557847	37.36612455	0.079333598	1.084225836	0	0.013222266	0.066111331	0	0.647891049	0.185111728	0.013222266	0	55.95663097	0.687557847	37.36612455	0.092555864	0.079333598	0.092555864	0	3.239455243	0.066111331	0.581779717	0	0.647891049	0.991669972	0.185111728	0.013222266	0	2.908898585	0.092555864	0.079333598	0.092555864	0	0.304112125	24.26285865	3.239455243	0.476001587	19.37062012	1.388337961	28.82454053	9.096919212	0.066111331	0.687557847	0.581779717	0	3.46423377	0.647891049	3.226232976	0.991669972	0.185111728	28.82454053	0	0.528890652	0.013222266	0.330556657	2.908898585	2.3932302	0.647891049	0.25122306	0.476001587	1.269337564	0.039666799	0.013222266	0.119000397	0.066111331	0.304112125	0.026444533	1.53378289	0.687557847	3.239455243	0.079333598	0	4.28401428	0.489223853	0.581779717	0.687557847	0.026444533	0.859447309	0	0.013222266	0.066111331	0	0.581779717	0	3.46423377	0.647891049	3.226232976	0.991669972	0.079333598	0.185111728	22.14729605	12.11159593	5.804574904
