	measure	Group1	Group2	pvalue	corrected
590	OTU_7	5_wt	7_wt	NA	NA
591	OTU_7	5_wt	9_cre	0.5	1
592	OTU_7	5_wt	9_wt	1	1
593	OTU_7	7_cre	7_wt	1	1
594	OTU_7	7_cre	9_cre	0.5	1
595	OTU_7	7_cre	9_wt	0.5	1
596	OTU_7	7_wt	9_cre	NA	NA
597	OTU_7	7_wt	9_wt	1	1
598	OTU_7	9_cre	9_wt	1	1
599	OTU_66	 -	- 	0.0015	0.0102
600	OTU_66	10_cre	10_wt	NA	NA
601	OTU_66	10_cre	12_cre	NA	NA
602	OTU_66	10_cre	12_wt	1	1
603	OTU_66	10_cre	5_cre	NA	NA
604	OTU_66	10_cre	5_wt	NA	NA
605	OTU_66	10_cre	7_cre	1	1
606	OTU_66	10_cre	7_wt	1	1
607	OTU_66	10_cre	9_cre	NA	NA
608	OTU_66	10_cre	9_wt	NA	NA
609	OTU_66	10_wt	12_cre	NA	NA
610	OTU_66	10_wt	12_wt	NA	NA
611	OTU_66	10_wt	5_cre	NA	NA
612	OTU_66	10_wt	5_wt	NA	NA
613	OTU_66	10_wt	7_cre	NA	NA
614	OTU_66	10_wt	7_wt	NA	NA
615	OTU_66	10_wt	9_cre	NA	NA
616	OTU_66	10_wt	9_wt	NA	NA
617	OTU_66	12_cre	12_wt	NA	NA
618	OTU_66	12_cre	5_cre	NA	NA
619	OTU_66	12_cre	5_wt	NA	NA
620	OTU_66	12_cre	7_cre	NA	NA
621	OTU_66	12_cre	7_wt	NA	NA
622	OTU_66	12_cre	9_cre	NA	NA
623	OTU_66	12_cre	9_wt	NA	NA
624	OTU_66	12_wt	5_cre	NA	NA
625	OTU_66	12_wt	5_wt	NA	NA
626	OTU_66	12_wt	7_cre	1	1
627	OTU_66	12_wt	7_wt	1	1
628	OTU_66	12_wt	9_cre	NA	NA
629	OTU_66	12_wt	9_wt	NA	NA
630	OTU_66	5_cre	5_wt	NA	NA
631	OTU_66	5_cre	7_cre	NA	NA
632	OTU_66	5_cre	7_wt	NA	NA
633	OTU_66	5_cre	9_cre	NA	NA
634	OTU_66	5_cre	9_wt	NA	NA
635	OTU_66	5_wt	7_cre	NA	NA
636	OTU_66	5_wt	7_wt	NA	NA
637	OTU_66	5_wt	9_cre	NA	NA
638	OTU_66	5_wt	9_wt	NA	NA
639	OTU_66	7_cre	7_wt	1	1
640	OTU_66	7_cre	9_cre	NA	NA
641	OTU_66	7_cre	9_wt	NA	NA
642	OTU_66	7_wt	9_cre	NA	NA
643	OTU_66	7_wt	9_wt	NA	NA
644	OTU_66	9_cre	9_wt	1	1
645	OTU_77	 -	- 	0.0094	0.0441
646	OTU_77	10_cre	10_wt	NA	NA
647	OTU_77	10_cre	12_cre	NA	NA
648	OTU_77	10_cre	12_wt	NA	NA
649	OTU_77	10_cre	5_cre	NA	NA
650	OTU_77	10_cre	5_wt	NA	NA
651	OTU_77	10_cre	7_cre	NA	NA
652	OTU_77	10_cre	7_wt	NA	NA
653	OTU_77	10_cre	9_cre	1	1
654	OTU_77	10_cre	9_wt	NA	NA
655	OTU_77	10_wt	12_cre	1	1
656	OTU_77	10_wt	12_wt	1	1
657	OTU_77	10_wt	5_cre	NA	NA
658	OTU_77	10_wt	5_wt	1	1
659	OTU_77	10_wt	7_cre	NA	NA
660	OTU_77	10_wt	7_wt	NA	NA
661	OTU_77	10_wt	9_cre	NA	NA
662	OTU_77	10_wt	9_wt	NA	NA
663	OTU_77	12_cre	12_wt	0.5	1
664	OTU_77	12_cre	5_cre	NA	NA
665	OTU_77	12_cre	5_wt	1	1
666	OTU_77	12_cre	7_cre	0.5	1
667	OTU_77	12_cre	7_wt	NA	NA
668	OTU_77	12_cre	9_cre	NA	NA
669	OTU_77	12_cre	9_wt	1	1
670	OTU_77	12_wt	5_cre	NA	NA
671	OTU_77	12_wt	5_wt	1	1
672	OTU_77	12_wt	7_cre	1	1
673	OTU_77	12_wt	7_wt	NA	NA
674	OTU_77	12_wt	9_cre	NA	NA
675	OTU_77	12_wt	9_wt	NA	NA
676	OTU_77	5_cre	5_wt	NA	NA
677	OTU_77	5_cre	7_cre	NA	NA
678	OTU_77	5_cre	7_wt	NA	NA
679	OTU_77	5_cre	9_cre	NA	NA
680	OTU_77	5_cre	9_wt	NA	NA
681	OTU_77	5_wt	7_cre	NA	NA
682	OTU_77	5_wt	7_wt	NA	NA
683	OTU_77	5_wt	9_cre	NA	NA
684	OTU_77	5_wt	9_wt	NA	NA
685	OTU_77	7_cre	7_wt	NA	NA
686	OTU_77	7_cre	9_cre	1	1
687	OTU_77	7_cre	9_wt	0.5	1
688	OTU_77	7_wt	9_cre	NA	NA
689	OTU_77	7_wt	9_wt	NA	NA
690	OTU_77	9_cre	9_wt	1	1
691	OTU_88	 -	- 	0	0
692	OTU_88	10_cre	10_wt	NA	NA
693	OTU_88	10_cre	12_cre	1	1
694	OTU_88	10_cre	12_wt	1	1
695	OTU_88	10_cre	5_cre	NA	NA
696	OTU_88	10_cre	5_wt	NA	NA
697	OTU_88	10_cre	7_cre	1	1
698	OTU_88	10_cre	7_wt	NA	NA
699	OTU_88	10_cre	9_cre	1	1
700	OTU_88	10_cre	9_wt	NA	NA
701	OTU_88	10_wt	12_cre	1	1
702	OTU_88	10_wt	12_wt	1	1
703	OTU_88	10_wt	5_cre	NA	NA
704	OTU_88	10_wt	5_wt	1	1
705	OTU_88	10_wt	7_cre	NA	NA
706	OTU_88	10_wt	7_wt	1	1
707	OTU_88	10_wt	9_cre	NA	NA
708	OTU_88	10_wt	9_wt	1	1
709	OTU_88	12_cre	12_wt	0.5	1
710	OTU_88	12_cre	5_cre	NA	NA
711	OTU_88	12_cre	5_wt	1	1
712	OTU_88	12_cre	7_cre	1	1
713	OTU_88	12_cre	7_wt	1	1
714	OTU_88	12_cre	9_cre	1	1
715	OTU_88	12_cre	9_wt	1	1
716	OTU_88	12_wt	5_cre	NA	NA
717	OTU_88	12_wt	5_wt	1	1
718	OTU_88	12_wt	7_cre	0.5	1
719	OTU_88	12_wt	7_wt	1	1
720	OTU_88	12_wt	9_cre	1	1
721	OTU_88	12_wt	9_wt	0.5	1
722	OTU_88	5_cre	5_wt	NA	NA
723	OTU_88	5_cre	7_cre	NA	NA
724	OTU_88	5_cre	7_wt	NA	NA
725	OTU_88	5_cre	9_cre	NA	NA
726	OTU_88	5_cre	9_wt	1	1
727	OTU_88	5_wt	7_cre	NA	NA
728	OTU_88	5_wt	7_wt	1	1
729	OTU_88	5_wt	9_cre	NA	NA
730	OTU_88	5_wt	9_wt	1	1
731	OTU_88	7_cre	7_wt	NA	NA
732	OTU_88	7_cre	9_cre	1	1
733	OTU_88	7_cre	9_wt	1	1
734	OTU_88	7_wt	9_cre	NA	NA
735	OTU_88	7_wt	9_wt	1	1
736	OTU_88	9_cre	9_wt	1	1
737	OTU_37	 -	- 	7e-04	0.0052
738	OTU_37	10_cre	10_wt	NA	NA
739	OTU_37	10_cre	12_cre	NA	NA
740	OTU_37	10_cre	12_wt	NA	NA
741	OTU_37	10_cre	5_cre	0.5	1
742	OTU_37	10_cre	5_wt	NA	NA
743	OTU_37	10_cre	7_cre	1	1
744	OTU_37	10_cre	7_wt	NA	NA
745	OTU_37	10_cre	9_cre	NA	NA
746	OTU_37	10_cre	9_wt	0.5	1
747	OTU_37	10_wt	12_cre	NA	NA
748	OTU_37	10_wt	12_wt	NA	NA
749	OTU_37	10_wt	5_cre	NA	NA
750	OTU_37	10_wt	5_wt	NA	NA
751	OTU_37	10_wt	7_cre	NA	NA
752	OTU_37	10_wt	7_wt	NA	NA
753	OTU_37	10_wt	9_cre	NA	NA
754	OTU_37	10_wt	9_wt	NA	NA
755	OTU_37	12_cre	12_wt	NA	NA
756	OTU_37	12_cre	5_cre	NA	NA
757	OTU_37	12_cre	5_wt	NA	NA
758	OTU_37	12_cre	7_cre	NA	NA
759	OTU_37	12_cre	7_wt	NA	NA
760	OTU_37	12_cre	9_cre	1	1
761	OTU_37	12_cre	9_wt	NA	NA
762	OTU_37	12_wt	5_cre	NA	NA
763	OTU_37	12_wt	5_wt	NA	NA
764	OTU_37	12_wt	7_cre	NA	NA
765	OTU_37	12_wt	7_wt	NA	NA
766	OTU_37	12_wt	9_cre	NA	NA
767	OTU_37	12_wt	9_wt	NA	NA
768	OTU_37	5_cre	5_wt	1	1
769	OTU_37	5_cre	7_cre	1	1
770	OTU_37	5_cre	7_wt	NA	NA
771	OTU_37	5_cre	9_cre	NA	NA
772	OTU_37	5_cre	9_wt	1	1
773	OTU_37	5_wt	7_cre	NA	NA
774	OTU_37	5_wt	7_wt	NA	NA
775	OTU_37	5_wt	9_cre	1	1
776	OTU_37	5_wt	9_wt	NA	NA
777	OTU_37	7_cre	7_wt	NA	NA
778	OTU_37	7_cre	9_cre	NA	NA
779	OTU_37	7_cre	9_wt	NA	NA
780	OTU_37	7_wt	9_cre	NA	NA
781	OTU_37	7_wt	9_wt	NA	NA
782	OTU_37	9_cre	9_wt	NA	NA
783	OTU_38	 -	- 	0.0202	0.0758
784	OTU_38	10_cre	10_wt	1	1
785	OTU_38	10_cre	12_cre	NA	NA
786	OTU_38	10_cre	12_wt	NA	NA
787	OTU_38	10_cre	5_cre	NA	NA
788	OTU_38	10_cre	5_wt	NA	NA
789	OTU_38	10_cre	7_cre	NA	NA
790	OTU_38	10_cre	7_wt	NA	NA
791	OTU_38	10_cre	9_cre	NA	NA
792	OTU_38	10_cre	9_wt	NA	NA
793	OTU_38	10_wt	12_cre	NA	NA
794	OTU_38	10_wt	12_wt	1	1
795	OTU_38	10_wt	5_cre	NA	NA
796	OTU_38	10_wt	5_wt	1	1
797	OTU_38	10_wt	7_cre	1	1
798	OTU_38	10_wt	7_wt	NA	NA
799	OTU_38	10_wt	9_cre	NA	NA
800	OTU_38	10_wt	9_wt	NA	NA
801	OTU_38	12_cre	12_wt	NA	NA
802	OTU_38	12_cre	5_cre	NA	NA
803	OTU_38	12_cre	5_wt	NA	NA
804	OTU_38	12_cre	7_cre	NA	NA
805	OTU_38	12_cre	7_wt	NA	NA
806	OTU_38	12_cre	9_cre	NA	NA
807	OTU_38	12_cre	9_wt	NA	NA
808	OTU_38	12_wt	5_cre	1	1
809	OTU_38	12_wt	5_wt	1	1
810	OTU_38	12_wt	7_cre	0.5	1
811	OTU_38	12_wt	7_wt	1	1
812	OTU_38	12_wt	9_cre	NA	NA
813	OTU_38	12_wt	9_wt	NA	NA
814	OTU_38	5_cre	5_wt	NA	NA
815	OTU_38	5_cre	7_cre	0.5	1
816	OTU_38	5_cre	7_wt	1	1
817	OTU_38	5_cre	9_cre	NA	NA
818	OTU_38	5_cre	9_wt	1	1
819	OTU_38	5_wt	7_cre	1	1
820	OTU_38	5_wt	7_wt	NA	NA
821	OTU_38	5_wt	9_cre	NA	NA
822	OTU_38	5_wt	9_wt	NA	NA
823	OTU_38	7_cre	7_wt	1	1
824	OTU_38	7_cre	9_cre	0.5	1
825	OTU_38	7_cre	9_wt	1	1
826	OTU_38	7_wt	9_cre	NA	NA
827	OTU_38	7_wt	9_wt	NA	NA
828	OTU_38	9_cre	9_wt	1	1
829	OTU_51	 -	- 	0.0066	0.033
830	OTU_51	10_cre	10_wt	NA	NA
831	OTU_51	10_cre	12_cre	NA	NA
832	OTU_51	10_cre	12_wt	NA	NA
833	OTU_51	10_cre	5_cre	NA	NA
834	OTU_51	10_cre	5_wt	NA	NA
835	OTU_51	10_cre	7_cre	NA	NA
836	OTU_51	10_cre	7_wt	NA	NA
837	OTU_51	10_cre	9_cre	NA	NA
838	OTU_51	10_cre	9_wt	NA	NA
839	OTU_51	10_wt	12_cre	NA	NA
840	OTU_51	10_wt	12_wt	1	1
841	OTU_51	10_wt	5_cre	NA	NA
842	OTU_51	10_wt	5_wt	1	1
843	OTU_51	10_wt	7_cre	1	1
844	OTU_51	10_wt	7_wt	NA	NA
845	OTU_51	10_wt	9_cre	NA	NA
846	OTU_51	10_wt	9_wt	1	1
847	OTU_51	12_cre	12_wt	1	1
848	OTU_51	12_cre	5_cre	NA	NA
849	OTU_51	12_cre	5_wt	NA	NA
850	OTU_51	12_cre	7_cre	1	1
851	OTU_51	12_cre	7_wt	NA	NA
852	OTU_51	12_cre	9_cre	1	1
853	OTU_51	12_cre	9_wt	1	1
854	OTU_51	12_wt	5_cre	NA	NA
855	OTU_51	12_wt	5_wt	1	1
856	OTU_51	12_wt	7_cre	0.5	1
857	OTU_51	12_wt	7_wt	NA	NA
858	OTU_51	12_wt	9_cre	1	1
859	OTU_51	12_wt	9_wt	0.25	1
860	OTU_51	5_cre	5_wt	NA	NA
861	OTU_51	5_cre	7_cre	1	1
862	OTU_51	5_cre	7_wt	NA	NA
863	OTU_51	5_cre	9_cre	NA	NA
864	OTU_51	5_cre	9_wt	NA	NA
865	OTU_51	5_wt	7_cre	1	1
866	OTU_51	5_wt	7_wt	NA	NA
867	OTU_51	5_wt	9_cre	NA	NA
868	OTU_51	5_wt	9_wt	1	1
869	OTU_51	7_cre	7_wt	NA	NA
870	OTU_51	7_cre	9_cre	1	1
871	OTU_51	7_cre	9_wt	0.5	1
872	OTU_51	7_wt	9_cre	1	1
873	OTU_51	7_wt	9_wt	NA	NA
874	OTU_51	9_cre	9_wt	NA	NA
875	OTU_34	 -	- 	0.0046	0.0277
876	OTU_34	10_cre	10_wt	NA	NA
877	OTU_34	10_cre	12_cre	NA	NA
878	OTU_34	10_cre	12_wt	NA	NA
879	OTU_34	10_cre	5_cre	NA	NA
880	OTU_34	10_cre	5_wt	NA	NA
881	OTU_34	10_cre	7_cre	NA	NA
882	OTU_34	10_cre	7_wt	NA	NA
883	OTU_34	10_cre	9_cre	NA	NA
884	OTU_34	10_cre	9_wt	NA	NA
885	OTU_34	10_wt	12_cre	NA	NA
886	OTU_34	10_wt	12_wt	1	1
887	OTU_34	10_wt	5_cre	1	1
888	OTU_34	10_wt	5_wt	0.5	1
889	OTU_34	10_wt	7_cre	NA	NA
890	OTU_34	10_wt	7_wt	0.5	1
891	OTU_34	10_wt	9_cre	NA	NA
892	OTU_34	10_wt	9_wt	1	1
893	OTU_34	12_cre	12_wt	NA	NA
894	OTU_34	12_cre	5_cre	NA	NA
895	OTU_34	12_cre	5_wt	NA	NA
896	OTU_34	12_cre	7_cre	NA	NA
897	OTU_34	12_cre	7_wt	NA	NA
898	OTU_34	12_cre	9_cre	NA	NA
899	OTU_34	12_cre	9_wt	NA	NA
900	OTU_34	12_wt	5_cre	NA	NA
901	OTU_34	12_wt	5_wt	1	1
902	OTU_34	12_wt	7_cre	NA	NA
903	OTU_34	12_wt	7_wt	0.25	1
904	OTU_34	12_wt	9_cre	NA	NA
905	OTU_34	12_wt	9_wt	0.875	1
906	OTU_34	5_cre	5_wt	1	1
907	OTU_34	5_cre	7_cre	NA	NA
908	OTU_34	5_cre	7_wt	NA	NA
909	OTU_34	5_cre	9_cre	NA	NA
910	OTU_34	5_cre	9_wt	1	1
911	OTU_34	5_wt	7_cre	NA	NA
912	OTU_34	5_wt	7_wt	0.125	0.8125
913	OTU_34	5_wt	9_cre	NA	NA
914	OTU_34	5_wt	9_wt	0.4688	1
915	OTU_34	7_cre	7_wt	NA	NA
916	OTU_34	7_cre	9_cre	NA	NA
917	OTU_34	7_cre	9_wt	NA	NA
918	OTU_34	7_wt	9_cre	NA	NA
919	OTU_34	7_wt	9_wt	0.125	0.8125
920	OTU_34	9_cre	9_wt	NA	NA
921	OTU_3	 -	- 	0.0301	0.1026
922	OTU_3	10_cre	10_wt	NA	NA
923	OTU_3	10_cre	12_cre	NA	NA
924	OTU_3	10_cre	12_wt	1	1
925	OTU_3	10_cre	5_cre	NA	NA
926	OTU_3	10_cre	5_wt	1	1
927	OTU_3	10_cre	7_cre	1	1
928	OTU_3	10_cre	7_wt	1	1
929	OTU_3	10_cre	9_cre	1	1
930	OTU_3	10_cre	9_wt	0.5	1
931	OTU_3	10_wt	12_cre	1	1
932	OTU_3	10_wt	12_wt	0.5	1
933	OTU_3	10_wt	5_cre	NA	NA
934	OTU_3	10_wt	5_wt	0.5	1
935	OTU_3	10_wt	7_cre	1	1
936	OTU_3	10_wt	7_wt	0.5	1
937	OTU_3	10_wt	9_cre	NA	NA
938	OTU_3	10_wt	9_wt	0.5	1
939	OTU_3	12_cre	12_wt	0.5	1
940	OTU_3	12_cre	5_cre	1	1
941	OTU_3	12_cre	5_wt	1	1
942	OTU_3	12_cre	7_cre	1	1
943	OTU_3	12_cre	7_wt	1	1
944	OTU_3	12_cre	9_cre	1	1
945	OTU_3	12_cre	9_wt	1	1
946	OTU_3	12_wt	5_cre	1	1
947	OTU_3	12_wt	5_wt	0.0625	1
948	OTU_3	12_wt	7_cre	1	1
949	OTU_3	12_wt	7_wt	0.125	1
950	OTU_3	12_wt	9_cre	1	1
951	OTU_3	12_wt	9_wt	0.375	1
952	OTU_3	5_cre	5_wt	1	1
953	OTU_3	5_cre	7_cre	NA	NA
954	OTU_3	5_cre	7_wt	NA	NA
955	OTU_3	5_cre	9_cre	1	1
956	OTU_3	5_cre	9_wt	NA	NA
957	OTU_3	5_wt	7_cre	1	1
958	OTU_3	5_wt	7_wt	1	1
959	OTU_3	5_wt	9_cre	0.5	1
960	OTU_3	5_wt	9_wt	0.4375	1
961	OTU_3	7_cre	7_wt	1	1
962	OTU_3	7_cre	9_cre	NA	NA
963	OTU_3	7_cre	9_wt	1	1
964	OTU_3	7_wt	9_cre	NA	NA
965	OTU_3	7_wt	9_wt	0.25	1
966	OTU_3	9_cre	9_wt	1	1
967	OTU_281	 -	- 	5e-04	0.0042
968	OTU_281	10_cre	10_wt	NA	NA
969	OTU_281	10_cre	12_cre	NA	NA
970	OTU_281	10_cre	12_wt	NA	NA
971	OTU_281	10_cre	5_cre	NA	NA
972	OTU_281	10_cre	5_wt	NA	NA
973	OTU_281	10_cre	7_cre	NA	NA
974	OTU_281	10_cre	7_wt	NA	NA
975	OTU_281	10_cre	9_cre	NA	NA
976	OTU_281	10_cre	9_wt	NA	NA
977	OTU_281	10_wt	12_cre	NA	NA
978	OTU_281	10_wt	12_wt	NA	NA
979	OTU_281	10_wt	5_cre	NA	NA
980	OTU_281	10_wt	5_wt	NA	NA
981	OTU_281	10_wt	7_cre	NA	NA
982	OTU_281	10_wt	7_wt	NA	NA
983	OTU_281	10_wt	9_cre	NA	NA
984	OTU_281	10_wt	9_wt	NA	NA
985	OTU_281	12_cre	12_wt	NA	NA
986	OTU_281	12_cre	5_cre	NA	NA
987	OTU_281	12_cre	5_wt	NA	NA
988	OTU_281	12_cre	7_cre	NA	NA
989	OTU_281	12_cre	7_wt	NA	NA
990	OTU_281	12_cre	9_cre	NA	NA
991	OTU_281	12_cre	9_wt	NA	NA
992	OTU_281	12_wt	5_cre	NA	NA
993	OTU_281	12_wt	5_wt	1	1
994	OTU_281	12_wt	7_cre	NA	NA
995	OTU_281	12_wt	7_wt	0.5	1
996	OTU_281	12_wt	9_cre	NA	NA
997	OTU_281	12_wt	9_wt	1	1
998	OTU_281	5_cre	5_wt	1	1
999	OTU_281	5_cre	7_cre	NA	NA
1000	OTU_281	5_cre	7_wt	NA	NA
1001	OTU_281	5_cre	9_cre	NA	NA
1002	OTU_281	5_cre	9_wt	1	1
1003	OTU_281	5_wt	7_cre	NA	NA
1004	OTU_281	5_wt	7_wt	1	1
1005	OTU_281	5_wt	9_cre	NA	NA
1006	OTU_281	5_wt	9_wt	0.25	1
1007	OTU_281	7_cre	7_wt	NA	NA
1008	OTU_281	7_cre	9_cre	NA	NA
1009	OTU_281	7_cre	9_wt	NA	NA
1010	OTU_281	7_wt	9_cre	NA	NA
1011	OTU_281	7_wt	9_wt	NA	NA
1012	OTU_281	9_cre	9_wt	NA	NA
1013	OTU_58	 -	- 	0.0174	0.0722
1014	OTU_58	10_cre	10_wt	1	1
1015	OTU_58	10_cre	12_cre	NA	NA
1016	OTU_58	10_cre	12_wt	NA	NA
1017	OTU_58	10_cre	5_cre	NA	NA
1018	OTU_58	10_cre	5_wt	1	1
1019	OTU_58	10_cre	7_cre	NA	NA
1020	OTU_58	10_cre	7_wt	1	1
1021	OTU_58	10_cre	9_cre	1	1
1022	OTU_58	10_cre	9_wt	NA	NA
1023	OTU_58	10_wt	12_cre	NA	NA
1024	OTU_58	10_wt	12_wt	NA	NA
1025	OTU_58	10_wt	5_cre	NA	NA
1026	OTU_58	10_wt	5_wt	1	1
1027	OTU_58	10_wt	7_cre	NA	NA
1028	OTU_58	10_wt	7_wt	NA	NA
1029	OTU_58	10_wt	9_cre	NA	NA
1030	OTU_58	10_wt	9_wt	NA	NA
1031	OTU_58	12_cre	12_wt	NA	NA
1032	OTU_58	12_cre	5_cre	NA	NA
1033	OTU_58	12_cre	5_wt	NA	NA
1034	OTU_58	12_cre	7_cre	NA	NA
1035	OTU_58	12_cre	7_wt	NA	NA
1036	OTU_58	12_cre	9_cre	NA	NA
1037	OTU_58	12_cre	9_wt	NA	NA
1038	OTU_58	12_wt	5_cre	NA	NA
1039	OTU_58	12_wt	5_wt	1	1
1040	OTU_58	12_wt	7_cre	NA	NA
1041	OTU_58	12_wt	7_wt	NA	NA
1042	OTU_58	12_wt	9_cre	NA	NA
1043	OTU_58	12_wt	9_wt	1	1
1044	OTU_58	5_cre	5_wt	NA	NA
1045	OTU_58	5_cre	7_cre	NA	NA
1046	OTU_58	5_cre	7_wt	NA	NA
1047	OTU_58	5_cre	9_cre	NA	NA
1048	OTU_58	5_cre	9_wt	NA	NA
1049	OTU_58	5_wt	7_cre	NA	NA
1050	OTU_58	5_wt	7_wt	1	1
1051	OTU_58	5_wt	9_cre	1	1
1052	OTU_58	5_wt	9_wt	1	1
1053	OTU_58	7_cre	7_wt	NA	NA
1054	OTU_58	7_cre	9_cre	NA	NA
1055	OTU_58	7_cre	9_wt	NA	NA
1056	OTU_58	7_wt	9_cre	1	1
1057	OTU_58	7_wt	9_wt	NA	NA
1058	OTU_58	9_cre	9_wt	NA	NA
