	measure	Group1	Group2	pvalue	corrected
566	OTU_20	12_wt	5_wt	0.7104	1
567	OTU_20	12_wt	7_cre	1	1
568	OTU_20	12_wt	7_wt	1	1
569	OTU_20	12_wt	9_cre	1	1
570	OTU_20	12_wt	9_wt	1	1
571	OTU_20	5_cre	5_wt	0.7104	1
572	OTU_20	5_cre	7_cre	1	1
573	OTU_20	5_cre	7_wt	1	1
574	OTU_20	5_cre	9_cre	1	1
575	OTU_20	5_cre	9_wt	1	1
576	OTU_20	5_wt	7_cre	0.7104	1
577	OTU_20	5_wt	7_wt	0.7104	1
578	OTU_20	5_wt	9_cre	1	1
579	OTU_20	5_wt	9_wt	0.4497	1
580	OTU_20	7_cre	7_wt	1	1
581	OTU_20	7_cre	9_cre	1	1
582	OTU_20	7_cre	9_wt	1	1
583	OTU_20	7_wt	9_cre	1	1
584	OTU_20	7_wt	9_wt	1	1
585	OTU_20	9_cre	9_wt	0.6999	1
586	OTU_17	10_cre	10_wt	0.427	1
587	OTU_17	10_cre	12_cre	0.427	1
588	OTU_17	10_cre	12_wt	1	1
589	OTU_17	10_cre	5_cre	0.0801	0.9011
590	OTU_17	10_cre	5_wt	0.0801	0.9011
591	OTU_17	10_cre	7_cre	0.2148	1
592	OTU_17	10_cre	7_wt	0.6999	1
593	OTU_17	10_cre	9_cre	0.6999	1
594	OTU_17	10_cre	9_wt	1	1
595	OTU_17	10_wt	12_cre	1	1
596	OTU_17	10_wt	12_wt	0.6817	1
597	OTU_17	10_wt	5_cre	0.5977	1
598	OTU_17	10_wt	5_wt	0.5977	1
599	OTU_17	10_wt	7_cre	1	1
600	OTU_17	10_wt	7_wt	1	1
601	OTU_17	10_wt	9_cre	1	1
602	OTU_17	10_wt	9_wt	0.427	1
603	OTU_17	12_cre	12_wt	0.6817	1
604	OTU_17	12_cre	5_cre	0.5977	1
605	OTU_17	12_cre	5_wt	0.5977	1
606	OTU_17	12_cre	7_cre	1	1
607	OTU_17	12_cre	7_wt	1	1
608	OTU_17	12_cre	9_cre	1	1
609	OTU_17	12_cre	9_wt	0.427	1
610	OTU_17	12_wt	5_cre	0.1686	1
611	OTU_17	12_wt	5_wt	0.1686	1
612	OTU_17	12_wt	7_cre	0.3898	1
613	OTU_17	12_wt	7_wt	1	1
614	OTU_17	12_wt	9_cre	1	1
615	OTU_17	12_wt	9_wt	1	1
616	OTU_17	5_cre	5_wt	1	1
617	OTU_17	5_cre	7_cre	1	1
618	OTU_17	5_cre	7_wt	0.3295	1
619	OTU_17	5_cre	9_cre	0.3295	1
620	OTU_17	5_cre	9_wt	0.0801	0.9011
621	OTU_17	5_wt	7_cre	1	1
622	OTU_17	5_wt	7_wt	0.3295	1
623	OTU_17	5_wt	9_cre	0.3295	1
624	OTU_17	5_wt	9_wt	0.0801	0.9011
625	OTU_17	7_cre	7_wt	0.6513	1
626	OTU_17	7_cre	9_cre	0.6513	1
627	OTU_17	7_cre	9_wt	0.2148	1
628	OTU_17	7_wt	9_cre	1	1
629	OTU_17	7_wt	9_wt	0.6999	1
630	OTU_17	9_cre	9_wt	0.6999	1
631	OTU_12	10_cre	10_wt	0.0022	0.099
632	OTU_12	10_cre	12_cre	0.1281	0.4118
633	OTU_12	10_cre	12_wt	0.1281	0.4118
634	OTU_12	10_cre	5_cre	1	1
635	OTU_12	10_cre	5_wt	0.0502	0.2824
636	OTU_12	10_cre	7_cre	0.7152	1
637	OTU_12	10_cre	7_wt	0.0142	0.1521
638	OTU_12	10_cre	9_cre	0.7152	1
639	OTU_12	10_cre	9_wt	0.0502	0.2824
640	OTU_12	10_wt	12_cre	0.2241	0.5013
641	OTU_12	10_wt	12_wt	0.2241	0.5013
642	OTU_12	10_wt	5_cre	0.0063	0.1417
643	OTU_12	10_wt	5_wt	0.4828	0.7759
644	OTU_12	10_wt	7_cre	0.0169	0.1521
645	OTU_12	10_wt	7_wt	1	1
646	OTU_12	10_wt	9_cre	0.0169	0.1521
647	OTU_12	10_wt	9_wt	0.4828	0.7759
648	OTU_12	12_cre	12_wt	1	1
649	OTU_12	12_cre	5_cre	0.2451	0.5013
650	OTU_12	12_cre	5_wt	1	1
651	OTU_12	12_cre	7_cre	0.427	0.739
652	OTU_12	12_cre	7_wt	0.5977	0.8966
653	OTU_12	12_cre	9_cre	0.427	0.739
654	OTU_12	12_cre	9_wt	1	1
655	OTU_12	12_wt	5_cre	0.2451	0.5013
656	OTU_12	12_wt	5_wt	1	1
657	OTU_12	12_wt	7_cre	0.427	0.739
658	OTU_12	12_wt	7_wt	0.5977	0.8966
659	OTU_12	12_wt	9_cre	0.427	0.739
660	OTU_12	12_wt	9_wt	1	1
661	OTU_12	5_cre	5_wt	0.1086	0.4072
662	OTU_12	5_cre	7_cre	1	1
663	OTU_12	5_cre	7_wt	0.0352	0.264
664	OTU_12	5_cre	9_cre	1	1
665	OTU_12	5_cre	9_wt	0.1086	0.4072
666	OTU_12	5_wt	7_cre	0.2148	0.5013
667	OTU_12	5_wt	7_wt	1	1
668	OTU_12	5_wt	9_cre	0.2148	0.5013
669	OTU_12	5_wt	9_wt	1	1
670	OTU_12	7_cre	7_wt	0.0801	0.3605
671	OTU_12	7_cre	9_cre	1	1
672	OTU_12	7_cre	9_wt	0.2148	0.5013
673	OTU_12	7_wt	9_cre	0.0801	0.3605
674	OTU_12	7_wt	9_wt	1	1
675	OTU_12	9_cre	9_wt	0.2148	0.5013
676	OTU_10	10_cre	10_wt	0.1281	1
677	OTU_10	10_cre	12_cre	0.4621	1
678	OTU_10	10_cre	12_wt	0.4621	1
679	OTU_10	10_cre	5_cre	1	1
680	OTU_10	10_cre	5_wt	1	1
681	OTU_10	10_cre	7_cre	1	1
682	OTU_10	10_cre	7_wt	0.4621	1
683	OTU_10	10_cre	9_cre	1	1
684	OTU_10	10_cre	9_wt	1	1
685	OTU_10	10_wt	12_cre	0.6817	1
686	OTU_10	10_wt	12_wt	0.6817	1
687	OTU_10	10_wt	5_cre	0.1281	1
688	OTU_10	10_wt	5_wt	0.2451	1
689	OTU_10	10_wt	7_cre	0.1281	1
690	OTU_10	10_wt	7_wt	0.6817	1
691	OTU_10	10_wt	9_cre	0.1281	1
692	OTU_10	10_wt	9_wt	0.2451	1
693	OTU_10	12_cre	12_wt	1	1
694	OTU_10	12_cre	5_cre	0.4621	1
695	OTU_10	12_cre	5_wt	0.7104	1
696	OTU_10	12_cre	7_cre	0.4621	1
697	OTU_10	12_cre	7_wt	1	1
698	OTU_10	12_cre	9_cre	0.4621	1
699	OTU_10	12_cre	9_wt	0.7104	1
700	OTU_10	12_wt	5_cre	0.4621	1
701	OTU_10	12_wt	5_wt	0.7104	1
702	OTU_10	12_wt	7_cre	0.4621	1
703	OTU_10	12_wt	7_wt	1	1
704	OTU_10	12_wt	9_cre	0.4621	1
705	OTU_10	12_wt	9_wt	0.7104	1
706	OTU_10	5_cre	5_wt	1	1
707	OTU_10	5_cre	7_cre	1	1
708	OTU_10	5_cre	7_wt	0.4621	1
709	OTU_10	5_cre	9_cre	1	1
710	OTU_10	5_cre	9_wt	1	1
711	OTU_10	5_wt	7_cre	1	1
712	OTU_10	5_wt	7_wt	0.7104	1
713	OTU_10	5_wt	9_cre	1	1
714	OTU_10	5_wt	9_wt	1	1
715	OTU_10	7_cre	7_wt	0.4621	1
716	OTU_10	7_cre	9_cre	1	1
717	OTU_10	7_cre	9_wt	1	1
718	OTU_10	7_wt	9_cre	0.4621	1
719	OTU_10	7_wt	9_wt	0.7104	1
720	OTU_10	9_cre	9_wt	1	1
721	OTU_19	10_cre	10_wt	0.0996	0.5602
722	OTU_19	10_cre	12_cre	0.6513	0.9753
723	OTU_19	10_cre	12_wt	0.6513	0.9753
724	OTU_19	10_cre	5_cre	0.2635	0.7905
725	OTU_19	10_cre	5_wt	0.6999	0.9753
726	OTU_19	10_cre	7_cre	1	1
727	OTU_19	10_cre	7_wt	1	1
728	OTU_19	10_cre	9_cre	1	1
729	OTU_19	10_cre	9_wt	0.6999	0.9753
730	OTU_19	10_wt	12_cre	0.4828	0.869
731	OTU_19	10_wt	12_wt	0.4828	0.869
732	OTU_19	10_wt	5_cre	0.0022	0.099
733	OTU_19	10_wt	5_wt	0.0169	0.2535
734	OTU_19	10_wt	7_cre	0.0421	0.3227
735	OTU_19	10_wt	7_wt	0.2241	0.7203
736	OTU_19	10_wt	9_cre	0.0421	0.3227
737	OTU_19	10_wt	9_wt	0.0169	0.2535
738	OTU_19	12_cre	12_wt	1	1
739	OTU_19	12_cre	5_cre	0.0502	0.3227
740	OTU_19	12_cre	5_wt	0.2148	0.7203
741	OTU_19	12_cre	7_cre	0.3898	0.869
742	OTU_19	12_cre	7_wt	1	1
743	OTU_19	12_cre	9_cre	0.3898	0.869
744	OTU_19	12_cre	9_wt	0.2148	0.7203
745	OTU_19	12_wt	5_cre	0.0502	0.3227
746	OTU_19	12_wt	5_wt	0.2148	0.7203
747	OTU_19	12_wt	7_cre	0.3898	0.869
748	OTU_19	12_wt	7_wt	1	1
749	OTU_19	12_wt	9_cre	0.3898	0.869
750	OTU_19	12_wt	9_wt	0.2148	0.7203
751	OTU_19	5_cre	5_wt	0.7152	0.9753
752	OTU_19	5_cre	7_cre	0.4621	0.869
753	OTU_19	5_cre	7_wt	0.1281	0.6405
754	OTU_19	5_cre	9_cre	0.4621	0.869
755	OTU_19	5_cre	9_wt	0.7152	0.9753
756	OTU_19	5_wt	7_cre	1	1
757	OTU_19	5_wt	7_wt	0.427	0.869
758	OTU_19	5_wt	9_cre	1	1
759	OTU_19	5_wt	9_wt	1	1
760	OTU_19	7_cre	7_wt	0.6817	0.9753
761	OTU_19	7_cre	9_cre	1	1
762	OTU_19	7_cre	9_wt	1	1
763	OTU_19	7_wt	9_cre	0.6817	0.9753
764	OTU_19	7_wt	9_wt	0.427	0.869
765	OTU_19	9_cre	9_wt	1	1
766	OTU_11	10_cre	10_wt	0.3898	1
767	OTU_11	10_cre	12_cre	1	1
768	OTU_11	10_cre	12_wt	1	1
769	OTU_11	10_cre	5_cre	0.6817	1
770	OTU_11	10_cre	5_wt	0.6817	1
771	OTU_11	10_cre	7_cre	0.3898	1
772	OTU_11	10_cre	7_wt	0.6817	1
773	OTU_11	10_cre	9_cre	0.3898	1
774	OTU_11	10_cre	9_wt	1	1
775	OTU_11	10_wt	12_cre	0.6513	1
776	OTU_11	10_wt	12_wt	0.3898	1
777	OTU_11	10_wt	5_cre	1	1
778	OTU_11	10_wt	5_wt	1	1
779	OTU_11	10_wt	7_cre	1	1
780	OTU_11	10_wt	7_wt	1	1
781	OTU_11	10_wt	9_cre	1	1
782	OTU_11	10_wt	9_wt	0.3898	1
783	OTU_11	12_cre	12_wt	1	1
784	OTU_11	12_cre	5_cre	1	1
785	OTU_11	12_cre	5_wt	1	1
786	OTU_11	12_cre	7_cre	0.6513	1
787	OTU_11	12_cre	7_wt	1	1
788	OTU_11	12_cre	9_cre	0.6513	1
789	OTU_11	12_cre	9_wt	1	1
790	OTU_11	12_wt	5_cre	0.6817	1
791	OTU_11	12_wt	5_wt	0.6817	1
792	OTU_11	12_wt	7_cre	0.3898	1
793	OTU_11	12_wt	7_wt	0.6817	1
794	OTU_11	12_wt	9_cre	0.3898	1
795	OTU_11	12_wt	9_wt	1	1
796	OTU_11	5_cre	5_wt	1	1
797	OTU_11	5_cre	7_cre	1	1
798	OTU_11	5_cre	7_wt	1	1
799	OTU_11	5_cre	9_cre	1	1
800	OTU_11	5_cre	9_wt	0.6817	1
801	OTU_11	5_wt	7_cre	1	1
802	OTU_11	5_wt	7_wt	1	1
803	OTU_11	5_wt	9_cre	1	1
804	OTU_11	5_wt	9_wt	0.6817	1
805	OTU_11	7_cre	7_wt	1	1
806	OTU_11	7_cre	9_cre	1	1
807	OTU_11	7_cre	9_wt	0.3898	1
808	OTU_11	7_wt	9_cre	1	1
809	OTU_11	7_wt	9_wt	0.6817	1
810	OTU_11	9_cre	9_wt	0.3898	1
811	OTU_57	10_cre	10_wt	0.2451	0.9636
812	OTU_57	10_cre	12_cre	0.4497	0.9636
813	OTU_57	10_cre	12_wt	0.4497	0.9636
814	OTU_57	10_cre	5_cre	1	1
815	OTU_57	10_cre	5_wt	1	1
816	OTU_57	10_cre	7_cre	1	1
817	OTU_57	10_cre	7_wt	0.4497	0.9636
818	OTU_57	10_cre	9_cre	1	1
819	OTU_57	10_cre	9_wt	0.4497	0.9636
820	OTU_57	10_wt	12_cre	1	1
821	OTU_57	10_wt	12_wt	1	1
822	OTU_57	10_wt	5_cre	0.427	0.9636
823	OTU_57	10_wt	5_wt	0.2451	0.9636
824	OTU_57	10_wt	7_cre	0.1281	0.9636
825	OTU_57	10_wt	7_wt	1	1
826	OTU_57	10_wt	9_cre	0.2451	0.9636
827	OTU_57	10_wt	9_wt	1	1
828	OTU_57	12_cre	12_wt	1	1
829	OTU_57	12_cre	5_cre	0.6999	1
830	OTU_57	12_cre	5_wt	0.4497	0.9636
831	OTU_57	12_cre	7_cre	0.2635	0.9636
832	OTU_57	12_cre	7_wt	1	1
833	OTU_57	12_cre	9_cre	0.4497	0.9636
834	OTU_57	12_cre	9_wt	1	1
835	OTU_57	12_wt	5_cre	0.6999	1
836	OTU_57	12_wt	5_wt	0.4497	0.9636
837	OTU_57	12_wt	7_cre	0.2635	0.9636
838	OTU_57	12_wt	7_wt	1	1
839	OTU_57	12_wt	9_cre	0.4497	0.9636
840	OTU_57	12_wt	9_wt	1	1
841	OTU_57	5_cre	5_wt	1	1
842	OTU_57	5_cre	7_cre	0.7152	1
843	OTU_57	5_cre	7_wt	0.6999	1
844	OTU_57	5_cre	9_cre	1	1
845	OTU_57	5_cre	9_wt	0.6999	1
846	OTU_57	5_wt	7_cre	1	1
847	OTU_57	5_wt	7_wt	0.4497	0.9636
848	OTU_57	5_wt	9_cre	1	1
849	OTU_57	5_wt	9_wt	0.4497	0.9636
850	OTU_57	7_cre	7_wt	0.2635	0.9636
851	OTU_57	7_cre	9_cre	1	1
852	OTU_57	7_cre	9_wt	0.2635	0.9636
853	OTU_57	7_wt	9_cre	0.4497	0.9636
854	OTU_57	7_wt	9_wt	1	1
855	OTU_57	9_cre	9_wt	0.4497	0.9636
856	OTU_54	10_cre	10_wt	0.0169	0.1901
857	OTU_54	10_cre	12_cre	0.427	0.7686
858	OTU_54	10_cre	12_wt	0.0169	0.1901
859	OTU_54	10_cre	5_cre	1	1
860	OTU_54	10_cre	5_wt	0.0169	0.1901
861	OTU_54	10_cre	7_cre	0.6999	1
862	OTU_54	10_cre	7_wt	0.0801	0.3448
863	OTU_54	10_cre	9_cre	0.427	0.7686
864	OTU_54	10_cre	9_wt	0.0169	0.1901
865	OTU_54	10_wt	12_cre	0.2241	0.4584
866	OTU_54	10_wt	12_wt	1	1
867	OTU_54	10_wt	5_cre	0.0421	0.2368
868	OTU_54	10_wt	5_wt	1	1
869	OTU_54	10_wt	7_cre	0.0996	0.3448
870	OTU_54	10_wt	7_wt	1	1
871	OTU_54	10_wt	9_cre	0.2241	0.4584
872	OTU_54	10_wt	9_wt	1	1
873	OTU_54	12_cre	12_wt	0.2241	0.4584
874	OTU_54	12_cre	5_cre	0.6817	1
875	OTU_54	12_cre	5_wt	0.2241	0.4584
876	OTU_54	12_cre	7_cre	1	1
877	OTU_54	12_cre	7_wt	0.5977	0.9962
878	OTU_54	12_cre	9_cre	1	1
879	OTU_54	12_cre	9_wt	0.2241	0.4584
880	OTU_54	12_wt	5_cre	0.0421	0.2368
881	OTU_54	12_wt	5_wt	1	1
882	OTU_54	12_wt	7_cre	0.0996	0.3448
883	OTU_54	12_wt	7_wt	1	1
884	OTU_54	12_wt	9_cre	0.2241	0.4584
885	OTU_54	12_wt	9_wt	1	1
886	OTU_54	5_cre	5_wt	0.0421	0.2368
887	OTU_54	5_cre	7_cre	1	1
888	OTU_54	5_cre	7_wt	0.1686	0.4584
889	OTU_54	5_cre	9_cre	0.6817	1
890	OTU_54	5_cre	9_wt	0.0421	0.2368
891	OTU_54	5_wt	7_cre	0.0996	0.3448
892	OTU_54	5_wt	7_wt	1	1
893	OTU_54	5_wt	9_cre	0.2241	0.4584
894	OTU_54	5_wt	9_wt	1	1
895	OTU_54	7_cre	7_wt	0.3295	0.6447
896	OTU_54	7_cre	9_cre	1	1
897	OTU_54	7_cre	9_wt	0.0996	0.3448
898	OTU_54	7_wt	9_cre	0.5977	0.9962
899	OTU_54	7_wt	9_wt	1	1
900	OTU_54	9_cre	9_wt	0.2241	0.4584
901	OTU_46	10_cre	10_wt	1	1
902	OTU_46	10_cre	12_cre	1	1
903	OTU_46	10_cre	12_wt	0.3295	1
904	OTU_46	10_cre	5_cre	1	1
905	OTU_46	10_cre	5_wt	0.1686	1
906	OTU_46	10_cre	7_cre	1	1
907	OTU_46	10_cre	7_wt	0.5977	1
908	OTU_46	10_cre	9_cre	1	1
909	OTU_46	10_cre	9_wt	0.3295	1
910	OTU_46	10_wt	12_cre	1	1
911	OTU_46	10_wt	12_wt	0.6513	1
912	OTU_46	10_wt	5_cre	1	1
913	OTU_46	10_wt	5_wt	0.3898	1
914	OTU_46	10_wt	7_cre	1	1
915	OTU_46	10_wt	7_wt	1	1
916	OTU_46	10_wt	9_cre	1	1
917	OTU_46	10_wt	9_wt	0.6513	1
918	OTU_46	12_cre	12_wt	0.6513	1
919	OTU_46	12_cre	5_cre	1	1
920	OTU_46	12_cre	5_wt	0.3898	1
921	OTU_46	12_cre	7_cre	1	1
922	OTU_46	12_cre	7_wt	1	1
923	OTU_46	12_cre	9_cre	1	1
924	OTU_46	12_cre	9_wt	0.6513	1
925	OTU_46	12_wt	5_cre	0.6513	1
926	OTU_46	12_wt	5_wt	1	1
927	OTU_46	12_wt	7_cre	0.6513	1
928	OTU_46	12_wt	7_wt	1	1
929	OTU_46	12_wt	9_cre	0.3295	1
930	OTU_46	12_wt	9_wt	1	1
931	OTU_46	5_cre	5_wt	0.3898	1
932	OTU_46	5_cre	7_cre	1	1
933	OTU_46	5_cre	7_wt	1	1
934	OTU_46	5_cre	9_cre	1	1
935	OTU_46	5_cre	9_wt	0.6513	1
936	OTU_46	5_wt	7_cre	0.3898	1
937	OTU_46	5_wt	7_wt	0.6817	1
938	OTU_46	5_wt	9_cre	0.1686	1
939	OTU_46	5_wt	9_wt	1	1
940	OTU_46	7_cre	7_wt	1	1
941	OTU_46	7_cre	9_cre	1	1
942	OTU_46	7_cre	9_wt	0.6513	1
943	OTU_46	7_wt	9_cre	0.5977	1
944	OTU_46	7_wt	9_wt	1	1
945	OTU_46	9_cre	9_wt	0.3295	1
946	OTU_14	10_cre	10_wt	1	1
947	OTU_14	10_cre	12_cre	1	1
948	OTU_14	10_cre	12_wt	0.427	0.8734
949	OTU_14	10_cre	5_cre	0.427	0.8734
950	OTU_14	10_cre	5_wt	0.2451	0.8734
951	OTU_14	10_cre	7_cre	0.5977	0.9275
952	OTU_14	10_cre	7_wt	1	1
953	OTU_14	10_cre	9_cre	0.5977	0.9275
954	OTU_14	10_cre	9_wt	0.427	0.8734
955	OTU_14	10_wt	12_cre	1	1
956	OTU_14	10_wt	12_wt	0.427	0.8734
957	OTU_14	10_wt	5_cre	0.427	0.8734
958	OTU_14	10_wt	5_wt	0.2451	0.8734
959	OTU_14	10_wt	7_cre	0.5977	0.9275
960	OTU_14	10_wt	7_wt	1	1
961	OTU_14	10_wt	9_cre	0.5977	0.9275
962	OTU_14	10_wt	9_wt	0.427	0.8734
963	OTU_14	12_cre	12_wt	0.427	0.8734
964	OTU_14	12_cre	5_cre	0.427	0.8734
965	OTU_14	12_cre	5_wt	0.2451	0.8734
966	OTU_14	12_cre	7_cre	0.5977	0.9275
967	OTU_14	12_cre	7_wt	1	1
968	OTU_14	12_cre	9_cre	0.5977	0.9275
969	OTU_14	12_cre	9_wt	0.427	0.8734
970	OTU_14	12_wt	5_cre	1	1
971	OTU_14	12_wt	5_wt	1	1
972	OTU_14	12_wt	7_cre	0.0801	0.4506
973	OTU_14	12_wt	7_wt	0.6999	0.9842
974	OTU_14	12_wt	9_cre	0.0801	0.4506
975	OTU_14	12_wt	9_wt	1	1
976	OTU_14	5_cre	5_wt	1	1
977	OTU_14	5_cre	7_cre	0.0801	0.4506
978	OTU_14	5_cre	7_wt	0.6999	0.9842
979	OTU_14	5_cre	9_cre	0.0801	0.4506
980	OTU_14	5_cre	9_wt	1	1
981	OTU_14	5_wt	7_cre	0.0352	0.4506
982	OTU_14	5_wt	7_wt	0.4497	0.8798
983	OTU_14	5_wt	9_cre	0.0352	0.4506
984	OTU_14	5_wt	9_wt	1	1
985	OTU_14	7_cre	7_wt	0.3295	0.8734
986	OTU_14	7_cre	9_cre	1	1
987	OTU_14	7_cre	9_wt	0.0801	0.4506
988	OTU_14	7_wt	9_cre	0.3295	0.8734
989	OTU_14	7_wt	9_wt	0.6999	0.9842
990	OTU_14	9_cre	9_wt	0.0801	0.4506
991	OTU_30	10_cre	10_wt	0.0996	0.6403
992	OTU_30	10_cre	12_cre	0.6513	0.9466
993	OTU_30	10_cre	12_wt	1	1
994	OTU_30	10_cre	5_cre	0.2635	0.7411
995	OTU_30	10_cre	5_wt	0.6999	0.9466
996	OTU_30	10_cre	7_cre	0.6999	0.9466
997	OTU_30	10_cre	7_wt	1	1
998	OTU_30	10_cre	9_cre	0.6999	0.9466
999	OTU_30	10_cre	9_wt	1	1
1000	OTU_30	10_wt	12_cre	0.4828	0.9446
1001	OTU_30	10_wt	12_wt	0.2241	0.7203
1002	OTU_30	10_wt	5_cre	0.0022	0.099
1003	OTU_30	10_wt	5_wt	0.0169	0.1901
1004	OTU_30	10_wt	7_cre	0.0169	0.1901
1005	OTU_30	10_wt	7_wt	0.2241	0.7203
1006	OTU_30	10_wt	9_cre	0.0169	0.1901
1007	OTU_30	10_wt	9_wt	0.0996	0.6403
1008	OTU_30	12_cre	12_wt	1	1
1009	OTU_30	12_cre	5_cre	0.0502	0.4518
1010	OTU_30	12_cre	5_wt	0.2148	0.7203
1011	OTU_30	12_cre	7_cre	0.2148	0.7203
1012	OTU_30	12_cre	7_wt	1	1
1013	OTU_30	12_cre	9_cre	0.2148	0.7203
1014	OTU_30	12_cre	9_wt	0.6513	0.9466
1015	OTU_30	12_wt	5_cre	0.1281	0.6405
1016	OTU_30	12_wt	5_wt	0.427	0.8734
1017	OTU_30	12_wt	7_cre	0.427	0.8734
1018	OTU_30	12_wt	7_wt	1	1
1019	OTU_30	12_wt	9_cre	0.427	0.8734
1020	OTU_30	12_wt	9_wt	1	1
1021	OTU_30	5_cre	5_wt	0.7152	0.9466
1022	OTU_30	5_cre	7_cre	0.7152	0.9466
1023	OTU_30	5_cre	7_wt	0.1281	0.6405
1024	OTU_30	5_cre	9_cre	0.7152	0.9466
1025	OTU_30	5_cre	9_wt	0.2635	0.7411
1026	OTU_30	5_wt	7_cre	1	1
1027	OTU_30	5_wt	7_wt	0.427	0.8734
1028	OTU_30	5_wt	9_cre	1	1
1029	OTU_30	5_wt	9_wt	0.6999	0.9466
1030	OTU_30	7_cre	7_wt	0.427	0.8734
1031	OTU_30	7_cre	9_cre	1	1
1032	OTU_30	7_cre	9_wt	0.6999	0.9466
1033	OTU_30	7_wt	9_cre	0.427	0.8734
1034	OTU_30	7_wt	9_wt	1	1
1035	OTU_30	9_cre	9_wt	0.6999	0.9466
1036	OTU_15	10_cre	10_wt	0.6817	1
1037	OTU_15	10_cre	12_cre	0.3898	1
1038	OTU_15	10_cre	12_wt	1	1
1039	OTU_15	10_cre	5_cre	0.3898	1
1040	OTU_15	10_cre	5_wt	0.3898	1
1041	OTU_15	10_cre	7_cre	0.3898	1
1042	OTU_15	10_cre	7_wt	0.6817	1
1043	OTU_15	10_cre	9_cre	1	1
1044	OTU_15	10_cre	9_wt	0.6817	1
1045	OTU_15	10_wt	12_cre	1	1
1046	OTU_15	10_wt	12_wt	1	1
1047	OTU_15	10_wt	5_cre	1	1
1048	OTU_15	10_wt	5_wt	1	1
1049	OTU_15	10_wt	7_cre	1	1
1050	OTU_15	10_wt	7_wt	1	1
1051	OTU_15	10_wt	9_cre	0.6817	1
1052	OTU_15	10_wt	9_wt	1	1
1053	OTU_15	12_cre	12_wt	0.6513	1
1054	OTU_15	12_cre	5_cre	1	1
1055	OTU_15	12_cre	5_wt	1	1
1056	OTU_15	12_cre	7_cre	1	1
1057	OTU_15	12_cre	7_wt	1	1
1058	OTU_15	12_cre	9_cre	0.3898	1
1059	OTU_15	12_cre	9_wt	1	1
1060	OTU_15	12_wt	5_cre	0.6513	1
1061	OTU_15	12_wt	5_wt	0.6513	1
1062	OTU_15	12_wt	7_cre	0.6513	1
1063	OTU_15	12_wt	7_wt	1	1
1064	OTU_15	12_wt	9_cre	1	1
1065	OTU_15	12_wt	9_wt	1	1
1066	OTU_15	5_cre	5_wt	1	1
1067	OTU_15	5_cre	7_cre	1	1
1068	OTU_15	5_cre	7_wt	1	1
1069	OTU_15	5_cre	9_cre	0.3898	1
1070	OTU_15	5_cre	9_wt	1	1
1071	OTU_15	5_wt	7_cre	1	1
1072	OTU_15	5_wt	7_wt	1	1
1073	OTU_15	5_wt	9_cre	0.3898	1
1074	OTU_15	5_wt	9_wt	1	1
1075	OTU_15	7_cre	7_wt	1	1
1076	OTU_15	7_cre	9_cre	0.3898	1
1077	OTU_15	7_cre	9_wt	1	1
1078	OTU_15	7_wt	9_cre	0.6817	1
1079	OTU_15	7_wt	9_wt	1	1
1080	OTU_15	9_cre	9_wt	0.6817	1
1081	OTU_69	10_cre	10_wt	0.2148	1
1082	OTU_69	10_cre	12_cre	0.6999	1
1083	OTU_69	10_cre	12_wt	0.6999	1
1084	OTU_69	10_cre	5_cre	1	1
1085	OTU_69	10_cre	5_wt	1	1
1086	OTU_69	10_cre	7_cre	1	1
1087	OTU_69	10_cre	7_wt	0.6999	1
1088	OTU_69	10_cre	9_cre	1	1
1089	OTU_69	10_cre	9_wt	0.2148	1
1090	OTU_69	10_wt	12_cre	0.6513	1
1091	OTU_69	10_wt	12_wt	0.6513	1
1092	OTU_69	10_wt	5_cre	0.2148	1
1093	OTU_69	10_wt	5_wt	0.1086	1
1094	OTU_69	10_wt	7_cre	0.3898	1
1095	OTU_69	10_wt	7_wt	0.6513	1
1096	OTU_69	10_wt	9_cre	0.2148	1
1097	OTU_69	10_wt	9_wt	1	1
1098	OTU_69	12_cre	12_wt	1	1
1099	OTU_69	12_cre	5_cre	0.6999	1
1100	OTU_69	12_cre	5_wt	0.4497	1
1101	OTU_69	12_cre	7_cre	1	1
1102	OTU_69	12_cre	7_wt	1	1
1103	OTU_69	12_cre	9_cre	0.6999	1
1104	OTU_69	12_cre	9_wt	0.6513	1
1105	OTU_69	12_wt	5_cre	0.6999	1
1106	OTU_69	12_wt	5_wt	0.4497	1
1107	OTU_69	12_wt	7_cre	1	1
1108	OTU_69	12_wt	7_wt	1	1
1109	OTU_69	12_wt	9_cre	0.6999	1
1110	OTU_69	12_wt	9_wt	0.6513	1
1111	OTU_69	5_cre	5_wt	1	1
1112	OTU_69	5_cre	7_cre	1	1
1113	OTU_69	5_cre	7_wt	0.6999	1
1114	OTU_69	5_cre	9_cre	1	1
1115	OTU_69	5_cre	9_wt	0.2148	1
1116	OTU_69	5_wt	7_cre	0.7104	1
1117	OTU_69	5_wt	7_wt	0.4497	1
1118	OTU_69	5_wt	9_cre	1	1
1119	OTU_69	5_wt	9_wt	0.1086	1
1120	OTU_69	7_cre	7_wt	1	1
1121	OTU_69	7_cre	9_cre	1	1
1122	OTU_69	7_cre	9_wt	0.3898	1
1123	OTU_69	7_wt	9_cre	0.6999	1
1124	OTU_69	7_wt	9_wt	0.6513	1
1125	OTU_69	9_cre	9_wt	0.2148	1
