	Age_Genotype	sex	Richness	Shannon.effective	Simpson.effective	OTU_1	OTU_5	OTU_4	OTU_2	OTU_41	OTU_31	OTU_39	OTU_23	OTU_9	OTU_20	OTU_17	OTU_12	OTU_10	OTU_19	OTU_11	OTU_57	OTU_54	OTU_46	OTU_14	OTU_30	OTU_15	OTU_69	OTU_16	OTU_67	OTU_33	OTU_18	OTU_6	OTU_26	OTU_24	OTU_101	OTU_538	OTU_126	OTU_43	OTU_62	OTU_25	OTU_64	OTU_29	OTU_13	OTU_56	OTU_49	OTU_7	OTU_42	OTU_55	OTU_92	OTU_8	OTU_66	OTU_65	OTU_195	OTU_180	OTU_32	OTU_28	OTU_68	OTU_48	OTU_86	OTU_75	OTU_397	OTU_74	OTU_93	OTU_77	OTU_88	OTU_37	OTU_127	OTU_38	OTU_94	OTU_51	OTU_36	OTU_34	OTU_3	OTU_53	OTU_22	OTU_281	OTU_27	OTU_58	OTU_44
66.196.12	12_wt	f	187	81.67	40.16	9.36755013322115	1.36025802832702	4.90814752489132	5.14654326181461	0.729210489412425	NA	NA	0.855419997195344	3.37961015285374	0.771280325340065	0.785303603982611	0.518861309774225	3.56191277520684	NA	0.546907867059318	NA	NA	NA	3.42167998878138	NA	1.4443977001823	0.603000981629505	NA	0.939559669050624	1.37428130696957	0.771280325340065	1.03772261954845	1.6547468798205	1.06576917683354	NA	1.82302622353106	NA	0.757257046697518	NA	NA	0.617024260272052	0.603000981629505	1.07979245547609	NA	NA	0.687140653484785	NA	NA	NA	0.673117374842238	NA	NA	0.532884588416772	NA	NA	1.89314261674379	NA	0.532884588416772	NA	NA	NA	0.841396718552798	0.617024260272052	NA	NA	2.08946851773945	NA	NA	NA	NA	2.62235310615622	1.20600196325901	4.40330949375964	NA	NA	1.8650960594587	NA	NA	0.504838031131679
50.203.10	10_cre	m	167	81.08	40.27	NA	1.7888910851947	0.593002569677802	6.13757659616525	NA	0.948804111484483	NA	1.03775449693615	1.29472227712987	NA	1.06740462542004	0.632536074322989	1.44297291954932	NA	NA	NA	0.543585688871318	NA	NA	NA	NA	NA	0.563352441193912	NA	NA	NA	1.10693813006523	NA	3.46906503261514	NA	NA	NA	0.711603083613362	2.64874481122752	1.32437240561376	NA	NA	2.82664558213086	NA	2.35224352638861	NA	NA	NA	NA	2.89582921525993	0.998220992290967	NA	NA	NA	1.1860051393556	10.3281280885551	NA	NA	1.57145680964618	NA	0.731369835935956	NA	NA	NA	1.11682150622653	NA	1.52203992883969	NA	NA	NA	NA	NA	1.53192330500099	2.49061079264677	1.30460565329116	NA	NA	0.741253212097252	NA
44.196.9	9_wt	f	163	76.11	47.59	2.6017160254636	2.35261555494049	2.76778300581234	1.70218654857459	1.97896484915583	NA	NA	0.567395516191531	0.622751176307777	1.70218654857459	4.31774148906726	3.77802380293385	6.10296152781622	1.19014669249931	2.85081649598671	1.89593135898146	NA	0.608912261278716	2.241904234708	NA	NA	1.35621367284805	0.761140326598395	2.31109880985331	3.66731248270136	2.69858843066704	0.678106836424024	0.553556601162469	NA	NA	1.4807639081096	NA	2.80929975089953	NA	NA	0.858012731801827	NA	0.553556601162469	0.927207306947135	NA	0.595073346249654	NA	NA	0.691945751453086	NA	NA	NA	0.913368391918074	NA	NA	0.71962358151121	NA	NA	NA	1.49460282313867	NA	NA	0.858012731801827	NA	NA	NA	NA	NA	NA	NA	1.19014669249931	3.68115139773042	3.29366177691669	1.20398560752837	NA	0.705784666482148	NA	1.09327428729588	2.6017160254636
10.187.5	5_wt	m	172	76.17	38.4	5.5668016194332	1.86234817813765	NA	2.61133603238866	NA	NA	NA	NA	1.31578947368421	0.850202429149798	NA	NA	2.90485829959514	0.698380566801619	NA	0.55668016194332	NA	NA	1.21457489878543	0.799595141700405	NA	0.516194331983806	0.870445344129555	1.75101214574899	1.082995951417	1.09311740890688	0.516194331983806	NA	1.60931174089069	0.870445344129555	0.789473684210526	NA	1.03238866396761	0.97165991902834	1.29554655870445	NA	NA	7.27732793522267	0.506072874493927	NA	NA	NA	NA	NA	2.01417004048583	NA	NA	NA	NA	0.738866396761134	NA	1.15384615384615	NA	NA	NA	NA	6.58906882591093	NA	NA	NA	NA	NA	NA	1.16396761133603	NA	NA	1.76113360323887	3.52226720647773	0.566801619433198	0.991902834008097	0.82995951417004	7.23684210526316	NA	NA
21.203.7	7_cre	m	120	47.2	27.36	0.823384108686702	3.64347468093866	5.82544256895842	2.92301358583779	3.68464388637299	3.35529024289831	3.1082750102923	NA	0.946891724989708	1.77027583367641	NA	2.77892136681762	10.930424042816	7.26636475916015	3.8699053108275	2.9847673939893	0.596953478797859	0.84396871140387	NA	1.39975298476739	NA	1.23507616303005	NA	0.514615067929189	3.21119802387814	3.58172087278716	NA	0.514615067929189	NA	NA	NA	NA	1.77027583367641	NA	0.699876492383697	NA	NA	NA	NA	0.658707286949362	0.679291889666529	NA	0.967476327706875	3.00535199670646	NA	3.35529024289831	1.39975298476739	NA	NA	NA	NA	0.967476327706875	NA	NA	NA	NA	NA	NA	NA	0.514615067929189	1.13215314944422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
38.185.9	9_wt	m	167	81.86	48.87	4.19334588826114	1.98367859384809	0.841180163214062	1.78279974890144	0.991839296924043	NA	NA	NA	1.05461393596987	0.853735091023227	1.95856873822976	NA	0.828625235404896	0.728185812931576	1.50659133709981	NA	NA	0.853735091023227	6.55367231638418	1.02950408035154	1.40615191462649	NA	4.80853735091023	4.00502197112367	0.866290018832392	1.15505335844319	2.39799121155053	0.878844946641557	0.64030131826742	NA	4.05524168236033	NA	1.46892655367232	NA	NA	0.502197112366604	0.69052102950408	0.514752040175769	NA	NA	NA	0.539861895794099	0.728185812931576	1.63214061519146	2.38543628374137	NA	NA	NA	1.8330194601381	0.703075957313245	1.65725047080979	NA	NA	NA	NA	NA	NA	0.627746390458255	NA	NA	NA	1.06716886377903	NA	NA	1.14249843063402	1.99623352165725	1.55681104833647	NA	NA	2.07156308851224	0.502197112366604	NA	1.00439422473321	3.37727558066541
61.185.12	12_wt	m	169	72.08	39.24	3.79656887625622	2.53781341995736	NA	1.20799918789971	0.873007816465333	NA	NA	NA	NA	1.76631814029033	4.98426555679626	0.812100294386357	2.59872094203634	0.588772713430109	1.1369404121409	0.629377728149426	NA	1.20799918789971	6.75058369708659	0.538016445030961	NA	0.700436503908233	0.903461577504822	1.9997969749264	2.12161201908436	NA	2.09115825804487	0.56847020607045	0.883159070145163	NA	4.46655161912496	NA	3.52248502690082	NA	NA	0.771495279667039	NA	2.11146076540453	0.75119277230738	NA	1.69525936453152	NA	0.700436503908233	0.852705309105675	NA	NA	NA	NA	0.507562683991473	NA	NA	NA	NA	NA	NA	NA	NA	1.44147802253578	NA	NA	NA	NA	0.55831895239062	NA	0.75119277230738	NA	1.43132676885595	7.74540655770988	NA	3.18749365546645	0.771495279667039	NA	1.22830169525936	1.18769668054005
58.203.12	12_cre	m	166	89.41	50.13	NA	4.11744853189335	1.42873214084824	8.04364945438182	NA	1.37248284396445	NA	1.5187310158623	1.33873326583418	0.686241421982225	NA	1.15873551580605	1.24873439082011	NA	NA	0.66374170322871	0.584992687591405	0.899988750140623	2.33997075036562	0.697491281358983	NA	0.618742265721678	4.51119361007987	2.21622229722128	0.911238609517381	0.506243671954101	2.0249746878164	1.25998425019687	1.72122848464394	NA	1.42873214084824	NA	1.20373495331308	0.86623917201035	NA	0.584992687591405	0.843739453256834	1.31623354708066	NA	NA	NA	1.11373607829902	1.18123523455957	NA	1.59748003149961	0.629992125098436	NA	0.652491843851952	NA	NA	2.71121610979863	NA	NA	NA	NA	0.956238047024412	NA	NA	NA	0.584992687591405	NA	0.708741140735741	NA	NA	NA	NA	NA	3.64495443806952	NA	2.51996850039375	NA	0.573742828214647	NA	NA
29.196.7	7_wt	f	166	75.35	43.61	2.35488798370672	2.67311608961303	NA	1.64205702647658	1.0183299389002	NA	NA	0.59826883910387	1.15835030549898	2.41853360488798	2.08757637474542	NA	6.79735234215886	NA	NA	2.4949083503055	NA	1.36201629327902	6.21181262729124	2.31670061099796	NA	1.08197556008147	0.70010183299389	2.7367617107943	2.74949083503055	1.2347250509165	1.51476578411405	0.789205702647658	NA	NA	3.29684317718941	NA	3.56415478615071	NA	NA	1.20926680244399	0.585539714867617	0.661914460285132	0.776476578411405	NA	0.852851323828921	NA	NA	NA	NA	NA	NA	1.36201629327902	NA	NA	NA	0.560081466395112	NA	NA	1.55295315682281	NA	NA	1.60386965376782	NA	NA	NA	NA	NA	NA	1.15835030549898	NA	4.79887983706721	2.53309572301426	NA	0.560081466395112	NA	NA	NA	2.31670061099796
9.185.5	5_wt	m	147	62.75	35.39	3.0092934061071	3.5845994984511	4.23366278212126	0.722820474996312	1.0030978020357	NA	NA	0.752323351526774	NA	1.84392978315386	NA	NA	4.13040271426464	0.619560407139696	0.531051777548311	0.796577666322466	NA	0.590057530609234	8.34931405812067	1.31287800560555	NA	0.708069036731081	1.56365245611447	5.34002065201357	1.1948664994837	3.49609086885971	4.67620593007818	0.811329104587697	0.604808968874465	0.929340610709544	5.42852928160496	NA	2.10945567192801	NA	NA	1.41613807346216	NA	NA	0.944092048974775	NA	NA	0.575306092344004	NA	NA	1.0030978020357	NA	NA	0.619560407139696	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.781826228057236	NA	NA	NA	NA	NA	NA	NA	NA	3.33382504794217	1.15061218468801	NA	1.07685499336185	NA	NA	0.988346363770468	3.09780203569848
11.191.5	5_wt	f	146	60.51	33.48	4.23880597014925	3.97014925373134	3.14925373134328	1.28358208955224	1	NA	NA	0.567164179104478	0.522388059701492	3.02985074626866	NA	NA	5.55223880597015	0.701492537313433	NA	0.895522388059702	NA	NA	8.65671641791045	1.70149253731343	NA	0.925373134328358	2.85074626865672	5.08955223880597	2.76119402985075	0.805970149253731	3.70149253731343	NA	NA	0.835820895522388	6.01492537313433	NA	2.14925373134328	NA	0.537313432835821	0.82089552238806	NA	NA	0.925373134328358	NA	NA	NA	NA	NA	NA	NA	NA	0.716417910447761	NA	NA	0.761194029850746	NA	NA	NA	NA	NA	NA	1.07462686567164	0.567164179104478	NA	NA	NA	NA	NA	NA	NA	3.53731343283582	1.16417910447761	NA	0.507462686567164	NA	1	NA	2.19402985074627
56.188.12	12_cre	f	164	72.54	37.41	8.13050233039876	0.870015535991714	0.704298291040911	5.02330398757121	NA	1.5639564992232	0.569653029518384	0.870015535991714	1.41895390989125	0.756084930088037	0.538581046090109	NA	7.41584671154842	NA	0.849300880372864	NA	NA	NA	NA	NA	NA	NA	1.59502848265148	0.580010357327809	NA	0.704298291040911	NA	NA	1.6882444329363	1.3568099430347	NA	NA	NA	0.880372863801139	3.13827032625583	NA	0.952874158467116	4.06007250129467	NA	NA	NA	NA	NA	NA	1.12894873122734	NA	NA	NA	NA	1.61574313827033	1.6053858104609	0.94251683065769	5.49974106680476	0.725012946659762	NA	1.5639564992232	0.973588814085966	NA	0.693940963231486	1.59502848265148	2.68254790264112	NA	NA	NA	0.880372863801139	2.11289487312273	NA	0.797514241325738	1.79181771103055	NA	NA	NA	NA	NA
43.195.9	9_wt	f	176	83.88	46.27	6.18327402135231	0.856316725978648	0.622775800711744	4.55960854092527	0.97864768683274	NA	NA	0.645017793594306	1.11209964412811	0.756227758007117	1.31227758007117	3.64768683274021	2.83585409252669	0.989768683274021	2.90258007117438	0.77846975088968	NA	NA	1.34564056939502	0.611654804270463	NA	NA	NA	0.722864768683274	1.25667259786477	1.18994661921708	NA	1.90169039145907	0.889679715302491	NA	0.667259786476868	NA	0.856316725978648	NA	NA	NA	0.567170818505338	1.45685053380783	NA	NA	3.88122775800712	NA	NA	0.622775800711744	1.33451957295374	NA	NA	NA	NA	NA	1.81272241992883	NA	NA	NA	0.67838078291815	NA	1.93505338078292	NA	0.822953736654804	NA	NA	NA	1.07873665480427	NA	NA	2.46886120996441	2.10186832740214	6.47241992882562	NA	2.83585409252669	0.67838078291815	NA	NA	2.84697508896797
45.186.10	10_cre	m	147	63.04	32.6	8.9532208588957	1.49539877300613	4.15069018404908	6.12538343558282	NA	2.33895705521472	0.766871165644172	1.70628834355828	1.05444785276074	NA	5.59815950920245	0.949003067484663	2.10889570552147	0.766871165644172	NA	1.65835889570552	NA	NA	1.15989263803681	0.594325153374233	NA	1.21740797546012	0.949003067484663	0.62308282208589	NA	0.929831288343558	1.87883435582822	1.15989263803681	NA	NA	0.699769938650307	1.33243865030675	1.35161042944785	NA	NA	NA	0.881901840490798	1.79256134969325	0.546395705521472	NA	NA	1.33243865030675	1.62001533742331	0.728527607361963	NA	NA	NA	NA	1.05444785276074	NA	3.46050613496933	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.92369631901841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55291411042945	NA	NA
5.193.5	5_cre	f	150	69.18	45.92	NA	2.91904514789829	1.53087701089777	4.76128697457187	1.60871821484172	4.0866632070576	3.61961598339388	NA	3.38609237156201	NA	NA	4.83912817851583	1.90710949662688	2.38713025428127	3.2952776336274	NA	0.635703165542294	NA	NA	1.66061235080436	2.38713025428127	0.739491437467566	0.518941359626362	NA	0.68759730150493	2.73741567202906	0.505967825635703	1.32330046704722	NA	1.50492994291645	NA	NA	0.96004151530877	2.29631551634665	1.45303580695381	NA	NA	NA	NA	0.635703165542294	2.64660093409445	NA	NA	1.18059159314997	NA	0.985988583290088	1.85521536066424	NA	NA	NA	0.804359107420861	2.30928905033731	NA	NA	NA	0.869226777374157	NA	NA	NA	1.18059159314997	1.73845355474831	NA	0.752464971458225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.973015049299429
24.185.7	7_wt	m	140	45.76	22.03	3.92803186375498	2.54085977200934	6.5512978986403	3.98296937233896	1.01634390880374	7.15561049306414	4.49114132674083	0.906468891635764	1.35970333745365	0.851531383051779	NA	NA	7.96593874467793	NA	NA	NA	2.38978162340338	NA	NA	NA	1.37343771459964	NA	NA	NA	0.57684384013185	1.1536876802637	NA	NA	1.77173465183354	1.05754704024173	NA	NA	NA	NA	0.741656365883807	NA	NA	5.34267270979261	NA	0.975140777365746	NA	NA	NA	NA	NA	13.1712676830106	NA	NA	NA	1.05754704024173	NA	0.563109462985854	1.1536876802637	1.24982832028568	NA	0.563109462985854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
52.218.10	10_cre	f	141	50.51	27.31	6.56308598982052	2.79935708545406	6.87114920975087	5.07634610233057	NA	3.30833110099116	2.61184034288776	1.2054647736405	1.79480310742031	1.13849450843825	NA	0.803643182427002	9.28207875703188	NA	NA	0.803643182427002	3.01366193410126	NA	NA	0.964371818912403	2.21001875167426	1.00455397803375	NA	NA	0.602732386820252	0.656308598982052	NA	NA	NA	NA	NA	NA	NA	0.709884811143852	0.535762121618002	NA	1.67425663005625	1.43316367532815	NA	1.21885882668095	4.19233860166086	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.22823466380927	NA	NA	0.790249129386552	NA	NA	NA	NA	0.642914545941602	NA	NA	NA	0.950977765871953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
37.218.9	9_cre	f	119	35.78	19.05	4.52966933413861	4.8920428808697	10.916503095274	3.38215310282349	NA	11.1882832553224	4.69575720972369	1.47969198248528	1.97795560924053	2.37052695153254	NA	NA	9.63309678393477	0.739845991242639	NA	0.800241582364487	2.9442850671901	NA	NA	1.05692284463234	1.13241733353465	1.13241733353465	NA	NA	0.679450400120791	0.996527253510494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.921032764608184	NA	NA	6.29624037445267	NA	NA	NA	NA	NA	NA	NA	0.573758115657557	NA	NA	0.739845991242639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
48.190.10	10_cre	f	152	65.96	32.17	11.8360830228845	NA	3.81053751995742	6.22671633847791	0.606705694518361	2.61841405002661	2.7354976051091	1.40500266098989	3.82118147951038	NA	1.96913251729643	0.798296966471527	1.41564662054284	NA	0.86216072378925	3.48057477381586	1.09632783395423	NA	0.585417775412453	NA	2.89515699840341	NA	2.86322511974454	0.69185737094199	NA	NA	1.02182011708356	NA	0.713145290047898	NA	NA	0.947312400212879	1.43693453964875	NA	0.627993613624268	1.40500266098989	0.500266098988824	0.77700904736562	NA	NA	NA	1.34113890367217	1.08568387440128	NA	2.01170835550825	NA	NA	NA	NA	NA	2.41617881852049	NA	NA	NA	NA	0.713145290047898	NA	NA	NA	NA	3.38477913783928	NA	NA	NA	NA	NA	NA	1.62852581160192	NA	NA	NA	NA	NA	NA
41.192.9	9_wt	m	169	88.32	51.28	4.19318181818182	1.11363636363636	0.715909090909091	1.51136363636364	NA	NA	NA	NA	1.56818181818182	NA	NA	NA	1.51136363636364	1.60227272727273	1.52272727272727	NA	NA	NA	0.795454545454545	NA	NA	0.590909090909091	NA	NA	0.875	1.72727272727273	NA	NA	0.772727272727273	1.95454545454545	0.511363636363636	NA	0.761363636363636	NA	1.15909090909091	NA	0.943181818181818	7.95454545454545	NA	NA	NA	NA	NA	NA	NA	0.659090909090909	NA	NA	NA	1.27272727272727	0.522727272727273	0.909090909090909	NA	NA	NA	NA	NA	NA	1.52272727272727	0.806818181818182	1.31818181818182	NA	NA	0.579545454545455	NA	0.909090909090909	2.19318181818182	2.85227272727273	1.39772727272727	NA	NA	3.80681818181818	1.77272727272727	NA
40.191.9	9_wt	f	151	75.73	42.61	7.78602924112323	2.78486887909028	NA	1.42724530053377	0.754235321420283	NA	NA	1.02111858899977	2.05384079832908	NA	1.34601995822697	NA	6.76491065212346	0.510559294499884	NA	0.522162914829427	NA	0.777442562079369	3.98004177303319	0.893478765374797	NA	NA	2.51798561151079	2.75005801810165	0.661406358783941	0.661406358783941	1.40403805987468	0.847064284056626	1.79856115107914	NA	2.43676026920399	NA	1.4620561615224	NA	NA	0.522162914829427	0.997911348340682	NA	NA	NA	NA	2.55279647249942	NA	1.00951496867023	3.05175214666976	NA	NA	NA	NA	NA	1.41564168020422	NA	NA	NA	1.49686702251102	NA	NA	0.870271524715711	NA	0.53376653515897	NA	0.858667904386168	NA	NA	1.06753307031794	2.92411232304479	1.76375029009051	1.50847064284057	0.510559294499884	NA	NA	NA	NA	2.88930146205616
28.195.7	7_wt	f	167	73.86	42.55	2.46859479988314	3.49108968740871	NA	1.50452819164476	0.9348524685948	NA	NA	1.13935144609991	2.08881098451651	2.26409582237803	0.58428279287175	NA	7.80017528483786	0.686532281624306	0.876424189307625	2.26409582237803	NA	1.72363423897166	4.54279871457786	NA	NA	1.27081507449606	0.759567630733275	4.22144317849839	2.97984224364592	1.03710195734736	2.26409582237803	NA	NA	NA	2.89219982471516	NA	1.78206251825884	NA	NA	1.15395851592171	NA	0.730353491089687	0.81799591002045	NA	NA	NA	NA	NA	0.555068653228162	NA	NA	0.511247443762781	NA	NA	0.744960560911481	NA	NA	NA	1.84049079754601	NA	NA	1.35845749342682	NA	NA	NA	NA	NA	0.671925211802512	NA	1.35845749342682	4.26526438796377	4.38212094653812	NA	NA	NA	NA	1.6359918200409	1.30002921413964
17.188.7	7_cre	f	161	56.58	28.94	6.41963068533895	1.77221464865535	6.75424463998017	5.01920931961829	NA	9.25765274507374	5.19271285165448	0.892303879043252	1.49956624116991	NA	NA	NA	2.88759449745941	NA	NA	0.619655471557814	1.3880282562895	NA	NA	NA	NA	NA	NA	NA	NA	1.33845581856488	NA	NA	NA	NA	NA	NA	NA	NA	3.84186392365845	NA	0.879910769612096	NA	NA	0.941876316767877	6.5187755607882	NA	NA	NA	1.02862808278597	NA	NA	NA	0.656834799851283	0.755979675300533	NA	2.19358036931466	3.18502912380716	0.694014128144751	NA	NA	1.41281447515182	NA	NA	NA	NA	NA	2.02007683727847	NA	0.805552113025158	NA	NA	NA	NA	NA	NA	NA	NA	NA
2.188.5	5_cre	f	150	54.24	25.21	9.75463794135248	2.43367245162577	NA	5.2164372631159	NA	2.32395770995412	1.58587672052663	1.37642130460802	1.92499501296629	NA	NA	0.68821065230401	0.867743865948534	1.31657690005984	NA	NA	NA	NA	0.578495910632356	1.34649910233393	NA	NA	0.738080989427489	NA	NA	0.867743865948534	1.94494314781568	0.857769798523838	NA	2.10452822661081	NA	NA	NA	0.68821065230401	NA	NA	1.33652503490924	11.0213445042888	NA	NA	NA	NA	NA	NA	2.42369838420108	NA	0.56852184320766	NA	NA	NA	5.06682625174546	NA	NA	NA	NA	NA	6.60283263514861	NA	NA	NA	0.748055056852184	1.07719928186715	NA	0.708158787153401	NA	NA	NA	NA	NA	NA	NA	5.25633353281468	NA	NA
53.191.10	10_wt	f	158	69.29	38.34	6.84931506849315	3.43782929399368	0.935194942044257	1.26448893572181	0.698103266596417	NA	NA	0.724446786090622	0.882507903055848	2.23919915700738	3.30611169652266	NA	1.13277133825079	NA	NA	0.777133825079031	NA	1.26448893572181	6.19072708113804	NA	3.81981032665964	0.513698630136986	2.80558482613277	6.5595363540569	1.34351949420443	0.829820864067439	1.67281348788198	0.513698630136986	0.737618545837724	NA	4.08324552160169	1.00105374077977	2.47629083245522	NA	NA	1.06691253951528	0.658587987355111	0.763962065331928	1.87038988408851	NA	NA	0.658587987355111	NA	0.513698630136986	0.842992623814542	NA	NA	1.58061116965227	0.869336143308746	NA	NA	NA	NA	NA	2.963645943098	NA	0.619072708113804	0.777133825079031	NA	NA	NA	NA	NA	NA	NA	NA	3.80663856691254	NA	NA	0.579557428872497	NA	NA	NA	NA
62.191.12	12_wt	f	157	70.18	39.78	6.70036101083033	3.82671480144404	1.90613718411552	1.53068592057762	1.11191335740072	0.67870036101083	NA	0.534296028880866	0.794223826714801	2.8158844765343	2.65703971119134	NA	2.7870036101083	0.649819494584838	NA	0.981949458483754	NA	0.736462093862816	4.70758122743682	0.577617328519856	1.25631768953069	0.693140794223827	1.37184115523466	7.36462093862816	2.0072202166065	2.57039711191336	0.996389891696751	0.67870036101083	0.606498194945848	NA	2.67148014440433	NA	2.3971119133574	NA	NA	0.909747292418773	0.635379061371841	0.88086642599278	1.6173285198556	NA	NA	NA	0.563176895306859	0.707581227436823	NA	NA	NA	1.44404332129964	NA	NA	NA	NA	NA	NA	3.37906137184116	NA	NA	0.909747292418773	NA	0.88086642599278	NA	NA	NA	NA	0.606498194945848	NA	4.4043321299639	NA	NA	NA	0.620938628158845	NA	0.606498194945848	1.08303249097473
59.213.12	12_cre	m	123	45.3	24.59	2.17232832774457	5.51100743548622	11.8821985712203	0.670651698498323	2.68260679399329	8.14987607522963	5.0007289692375	0.758128006998105	0.743548622248141	1.99737571074501	5.99212713223502	2.77008310249307	4.6799825047383	1.13719201049716	0.743548622248141	1.73494678524566	0.976818778247558	0.933080623997667	3.41157603149147	0.889342469747777	NA	0.787286776498032	NA	2.81382125674297	1.93905817174515	1.3996209359965	1.44335909024639	1.00597754774749	NA	NA	1.83700247849541	NA	2.75550371774311	NA	NA	2.02653448024493	NA	NA	NA	NA	0.597754774748506	NA	NA	0.976818778247558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32.189.9	9_cre	f	154	76.71	45.49	7.45285455954534	2.37664686127616	4.50787910100749	5.20537328855593	1.00749160423663	3.25497287522604	1.20123998966675	1.29165590286748	1.35623869801085	2.09248256264531	NA	0.632911392405063	3.03539137173857	NA	NA	2.38956342030483	NA	NA	NA	0.762076982691811	1.45957117024025	1.5370705244123	0.942908809093258	2.67372771893568	0.81374321880651	1.03332472229398	1.1237406354947	0.594161715319039	1.61456987858435	NA	NA	0.736243864634461	1.25290622578145	0.762076982691811	NA	1.29165590286748	1.36915525703952	3.33247222939809	0.619994833376388	NA	NA	1.54998708344097	NA	NA	1.62748643761302	NA	NA	NA	3.59080340997158	NA	0.529578920175665	NA	0.994575045207957	NA	NA	0.942908809093258	NA	NA	NA	NA	NA	0.968741927150607	NA	NA	NA	0.658744510462413	NA	1.07207439938001	NA	NA	NA	NA	NA	NA
42.194.9	9_wt	f	174	86.45	44.63	5.93396950751344	0.822639025995393	NA	2.11692442689481	NA	NA	NA	NA	1.27234836020621	NA	0.526488976637052	NA	2.20467258966765	NA	0.647142700449709	0.69101678183613	NA	NA	NA	NA	1.77690029615005	NA	NA	0.877481627728419	0.800701985302183	0.822639025995393	NA	0.526488976637052	2.40210595590655	NA	NA	NA	0.548426017330262	NA	NA	NA	0.526488976637052	1.59043545025776	NA	NA	5.05648787978502	NA	NA	NA	NA	NA	NA	NA	NA	0.658111220796315	2.28145223209389	0.570363058023473	NA	NA	NA	0.526488976637052	1.42590764505868	0.526488976637052	NA	1.00910387188768	0.734890863222551	NA	1.38203356367226	NA	1.12975759570034	3.78413951957881	1.17363167708676	8.42382362619283	NA	2.500822639026	0.537457496983657	NA	1.86464845892289	NA
49.193.10	10_cre	f	142	58.1	32.69	3.24307304785894	4.53400503778338	7.50419815281276	5.24769101595298	1.53232577665827	5.51007556675063	2.88623005877414	0.997061293031066	NA	1.25944584382872	NA	5.15323257766583	5.1007556675063	5.86691855583543	2.04659949622166	1.98362720403023	NA	NA	NA	NA	0.54575986565911	0.514273719563392	0.745172124265323	0.692695214105793	0.671704450041982	3.63140218303946	NA	NA	NA	0.587741393786734	NA	NA	NA	1.09151973131822	0.724181360201511	NA	0.965575146935348	0.535264483627204	NA	NA	NA	NA	0.713685978169605	1.34340890008396	NA	NA	NA	NA	NA	NA	4.11418975650714	NA	0.850125944584383	NA	0.839630562552477	NA	0.703190596137699	NA	NA	1.26994122586062	1.0495382031906	NA	NA	1.15449202350966	NA	NA	NA	NA	0.755667506297229	NA	NA	NA	NA	NA
33.190.9	9_cre	f	145	56.03	22.8	16.6420482520926	0.52191038897095	1.51649433776465	6.85376661742984	NA	1.48695224027573	1.32939438700148	1.84145741014279	4.66765140324963	NA	3.56474643032989	1.4081733136386	0.640078778926637	NA	0.610536681437715	2.62924667651403	NA	NA	NA	NA	NA	0.728705071393402	1.89069423929099	0.630231413096997	0.580994583948794	NA	2.95420974889217	NA	NA	NA	NA	1.18168389955687	0.955194485475135	1.12259970457903	NA	0.728705071393402	1.74298375184638	0.52191038897095	NA	NA	NA	2.23535204332841	1.07336287543082	NA	1.41802067946824	NA	NA	NA	NA	NA	1.03397341211226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.73756770064008	NA	1.59527326440177	NA	NA	NA	NA
20.193.7	7_cre	f	107	46.55	26.14	1.24132895217233	3.87002555677254	5.84154801022271	2.55567725447244	3.50492880613363	3.35889010587806	4.67323840817817	NA	1.16830960204454	1.86199342825849	NA	2.73822562979189	12.157721796276	6.20664476086163	2.95728368017525	2.84775465498357	0.620664476086163	0.693683826213947	NA	1.16830960204454	NA	0.803212851405622	NA	NA	3.06681270536692	3.68747718145308	NA	0.730193501277839	NA	NA	NA	NA	1.60642570281124	NA	0.620664476086163	0.693683826213947	NA	NA	NA	0.693683826213947	0.803212851405622	NA	0.511135450894487	2.62869660460022	NA	3.90653523183644	0.657174151150055	NA	NA	NA	NA	0.839722526469514	NA	NA	NA	NA	NA	NA	NA	0.584154801022271	1.09529025191676	NA	NA	NA	NA	NA	NA	NA	0.547645125958379	NA	NA	NA	NA	NA
