#OTUId	31.188.9	54.194.10	13.194.5	64.194.12	39.187.9	65.195.12	25.187.7	18.189.7	19.190.7	12.192.5	3.189.5	7.213.5	1.186.5	47.189.10	51.213.10	23.218.7	55.195.10	34.193.9	15.196.5	22.213.7	63.192.12	14.195.5	30.186.9	35.203.9	6.203.5	36.213.9	8.218.5	57.193.12	46.188.10	16.186.7	4.190.5	66.196.12	50.203.10	44.196.9	10.187.5	21.203.7	38.185.9	61.185.12	58.203.12	29.196.7	9.185.5	11.191.5	56.188.12	43.195.9	45.186.10	5.193.5	24.185.7	52.218.10	37.218.9	48.190.10	41.192.9	40.191.9	28.195.7	17.188.7	2.188.5	53.191.10	62.191.12	59.213.12	32.189.9	42.194.9	49.193.10	33.190.9	20.193.7	27.192.7	60.218.12	taxonomy
OTU_105	0	70	29	34	32	37	63	32	21	22	47	5	57	12	6	48	26	27	21	35	33	33	13	28	46	90	28	60	9	39	8	59	34	55	37	12	53	22	70	12	15	15	38	37	19	24	36	30	50	7	55	30	32	23	14	19	22	17	22	67	39	13	3	54	20	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVa;
OTU_114	0	45	0	1	0	0	0	87	10	2	7	0	0	26	1	1	19	0	0	19	0	0	0	17	2	36	4	0	0	0	0	5	16	1	0	0	0	0	4	0	0	0	73	14	0	0	2	0	0	11	49	1	0	52	0	1	0	6	1	5	0	0	0	8	53	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_73	0	31	88	1	0	27	0	0	0	31	0	1	0	0	9	0	62	5	2	0	343	28	6	62	45	0	6	24	0	0	0	37	31	2	0	42	0	0	0	4	0	0	0	0	13	124	18	17	5	0	78	0	6	0	0	0	0	16	0	1	0	0	25	31	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_80	0	34	8	7	106	22	16	1	9	0	0	0	3	4	0	0	157	1	0	2	178	1	0	3	2	6	14	3	0	2	1	10	19	5	8	0	16	12	11	19	2	4	10	11	0	0	2	4	6	6	6	44	7	5	16	7	9	0	0	53	0	14	0	8	29	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_424	0	24	0	4	19	3	3	3	0	9	0	0	22	0	0	0	4	0	0	2	6	1	0	0	0	1	4	0	0	4	23	1	37	1	25	0	1	20	0	1	10	0	0	1	0	0	1	1	0	70	83	3	0	2	0	3	3	0	0	21	0	80	0	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_27	0	19	23	7	2	2	0	9	6	51	36	0	555	6	0	1	1	0	10	19	36	97	2	444	2	0	0	5	1	77	14	3	47	5	715	0	1	0	51	0	2	67	1	18	162	1	0	0	0	1	335	0	1	32	527	1	0	0	0	9	3	1	0	13	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_156	0	21	22	8	7	14	4	5	2	7	1	0	14	0	2	7	7	10	5	8	9	1	0	4	5	20	7	9	1	34	6	4	13	11	13	0	6	5	7	2	1	2	15	9	3	0	7	4	2	1	20	2	3	6	9	6	10	5	1	33	11	4	1	5	7	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_96	0	13	3	2	14	6	15	5	11	7	4	0	8	7	5	18	14	90	1	24	3	7	10	14	3	39	9	20	2	42	2	4	20	5	10	2	4	7	58	4	6	1	66	7	3	3	6	55	14	3	2	3	2	48	19	0	6	1	6	3	18	10	0	7	22	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_58	0	51	107	19	44	9	25	1	1	113	2	0	8	204	0	0	4	1	17	5	16	139	0	88	8	0	2	3	4	0	4	15	75	79	6	0	80	121	20	18	67	17	4	43	35	3	7	0	3	19	156	22	112	2	5	13	42	0	16	170	2	0	0	5	15	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_355	0	18	34	1	5	5	0	13	6	10	5	0	2	8	1	5	6	3	0	36	35	11	0	3	3	4	9	3	0	15	4	3	20	0	4	0	15	0	1	0	0	1	14	3	1	6	1	5	3	1	15	6	3	17	39	2	3	0	0	14	3	14	0	8	4	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_166	0	31	50	19	0	8	0	0	0	2	0	3	0	0	2	7	27	2	21	2	26	12	0	0	0	0	8	2	0	0	0	21	2	22	0	2	0	0	6	15	0	0	0	1	0	28	1	0	0	0	0	0	5	0	0	0	0	3	0	40	0	0	0	47	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_384	0	11	13	1	24	4	4	2	1	3	2	0	7	5	1	14	14	2	2	9	5	8	0	0	0	8	0	7	0	3	1	8	7	1	19	1	0	2	5	7	3	1	32	2	1	11	5	3	3	1	22	7	4	11	6	2	1	2	2	24	15	1	1	4	5	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;;
OTU_455	0	10	7	6	4	10	2	0	0	13	2	0	2	1	0	1	1	0	1	0	13	2	2	0	3	0	8	10	0	0	0	3	5	3	4	1	7	5	14	3	1	4	14	5	1	3	0	3	2	4	7	5	8	7	3	0	2	1	2	32	4	0	0	2	3	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_150	0	10	7	1	8	2	0	4	7	4	7	1	6	0	1	36	5	6	1	4	0	4	1	4	8	4	5	4	0	13	1	0	17	1	7	2	4	6	7	2	2	1	10	1	3	6	5	8	3	2	0	8	0	35	25	2	2	2	1	6	11	2	0	1	3	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_44	0	39	18	20	468	107	329	0	0	120	0	0	91	0	0	0	86	3	1	0	95	0	1	0	9	0	48	26	0	0	2	36	0	188	44	0	269	117	1	182	210	147	1	256	0	75	0	1	0	0	13	249	89	0	2	32	75	0	0	21	0	0	0	113	0	Bacteria;Firmicutes;Clostridia;Clostridiales;;;
OTU_161	0	8	1	1	1	9	11	6	3	4	0	0	10	1	0	0	2	2	0	4	7	5	2	5	0	0	0	2	2	1	5	4	0	4	13	0	1	4	1	1	5	5	25	11	0	11	1	4	0	3	9	2	1	33	2	5	3	1	4	7	2	1	0	5	2	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_108	0	9	0	4	20	18	105	0	0	177	0	0	38	0	0	0	49	0	1	0	0	0	0	0	0	0	0	15	0	0	0	14	0	4	85	0	23	0	35	13	1	22	49	5	0	0	0	0	0	0	0	15	30	0	0	0	13	0	0	13	18	0	0	1	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;;
OTU_183	0	22	36	16	9	7	5	2	35	11	1	1	20	8	1	1	32	2	2	5	28	12	2	6	13	14	9	25	0	4	1	3	27	12	37	0	8	2	19	12	2	1	24	20	13	9	3	5	7	3	6	6	6	11	13	9	8	2	5	31	1	3	0	16	12	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;
